Date,AUD,CAD,EUR,GBP,USD
09/24/15,1,0.9314,0.6193,0.4575,0.6962
09/23/15,1,0.9353,0.6324,0.4615,0.7051
09/22/15,1,0.941,0.6356,0.4591,0.7091
09/21/15,1,0.9451,0.6372,0.4615,0.7169
09/20/15,1,0.947,0.6366,0.4646,0.7269
09/19/15,1,0.947,0.6366,0.4646,0.7269
09/18/15,1,0.947,0.6366,0.4646,0.7269
09/17/15,1,0.9461,0.6339,0.4619,0.717
09/16/15,1,0.949,0.6379,0.4635,0.7162
09/15/15,1,0.9433,0.6295,0.4624,0.7126
09/14/15,1,0.9439,0.63,0.462,0.7122
09/13/15,1,0.9367,0.6268,0.4579,0.7062
09/12/15,1,0.9367,0.6268,0.4579,0.7062
09/11/15,1,0.9367,0.6268,0.4579,0.7062
09/10/15,1,0.9363,0.6317,0.4589,0.7065
09/09/15,1,0.9305,0.6305,0.4572,0.7023
09/08/15,1,0.9237,0.6259,0.4534,0.6987
09/07/15,1,0.9216,0.6226,0.4547,0.6939
09/06/15,1,0.924,0.627,0.4587,0.6984
09/05/15,1,0.924,0.627,0.4587,0.6984
09/04/15,1,0.924,0.627,0.4587,0.6984
09/03/15,1,0.9288,0.6236,0.4581,0.7003
09/02/15,1,0.9289,0.6226,0.4588,0.7008
09/01/15,1,0.9311,0.6267,0.4593,0.7042
08/31/15,1,0.9435,0.6348,0.4618,0.7119
08/30/15,1,0.9471,0.6334,0.4637,0.7137
08/29/15,1,0.9471,0.6334,0.4637,0.7137
08/28/15,1,0.9471,0.6334,0.4637,0.7137
08/27/15,1,0.9452,0.6333,0.4631,0.7146
08/26/15,1,0.9475,0.6264,0.4582,0.7143
08/25/15,1,0.9526,0.6275,0.4574,0.722
08/24/15,1,0.9581,0.6288,0.4592,0.7229
08/23/15,1,0.9612,0.65,0.4679,0.7333
08/22/15,1,0.9612,0.65,0.4679,0.7333
08/21/15,1,0.9612,0.65,0.4679,0.7333
08/20/15,1,0.9602,0.6542,0.4669,0.7315
08/19/15,1,0.9604,0.6655,0.4691,0.7348
08/18/15,1,0.9621,0.6638,0.4674,0.7342
08/17/15,1,0.9659,0.6624,0.4707,0.7353
08/16/15,1,0.9636,0.6613,0.4725,0.7387
08/15/15,1,0.9636,0.6613,0.4725,0.7387
08/14/15,1,0.9636,0.6613,0.4725,0.7387
08/13/15,1,0.956,0.6613,0.4699,0.7347
08/12/15,1,0.9563,0.661,0.4726,0.7374
08/11/15,1,0.9577,0.6626,0.4697,0.7325
08/10/15,1,0.9669,0.6719,0.4751,0.7364
08/09/15,1,0.9665,0.6753,0.4761,0.7388
08/08/15,1,0.9665,0.6753,0.4761,0.7388
08/07/15,1,0.9665,0.6753,0.4761,0.7388
08/06/15,1,0.9653,0.6734,0.4724,0.733
08/05/15,1,0.9715,0.6777,0.4719,0.7376
08/04/15,1,0.9715,0.6743,0.4738,0.7399
08/03/15,1,0.9557,0.6635,0.4663,0.7266
08/02/15,1,0.9452,0.6605,0.4651,0.7244
08/01/15,1,0.9452,0.6605,0.4651,0.7244
07/31/15,1,0.9452,0.6605,0.4651,0.7244
07/30/15,1,0.9439,0.6638,0.4653,0.7272
07/29/15,1,0.9462,0.6622,0.4671,0.7304
07/28/15,1,0.9509,0.6627,0.4688,0.7307
07/27/15,1,0.949,0.6586,0.4694,0.7283
07/26/15,1,0.951,0.6641,0.4695,0.7265
07/25/15,1,0.951,0.6641,0.4695,0.7265
07/24/15,1,0.951,0.6641,0.4695,0.7265
07/23/15,1,0.9614,0.6737,0.4745,0.741
07/22/15,1,0.9595,0.6773,0.4729,0.7384
07/21/15,1,0.9574,0.6782,0.4738,0.7369
07/20/15,1,0.9584,0.6801,0.4741,0.7381
07/19/15,1,0.9606,0.6797,0.4746,0.7401
07/18/15,1,0.9606,0.6797,0.4746,0.7401
07/17/15,1,0.9606,0.6797,0.4746,0.7401
07/16/15,1,0.9563,0.6797,0.4745,0.7386
07/15/15,1,0.951,0.6778,0.4775,0.7462
07/14/15,1,0.9493,0.6744,0.4777,0.7439
07/13/15,1,0.9449,0.6723,0.4784,0.7428
07/12/15,1,0.949,0.6678,0.4813,0.7469
07/11/15,1,0.949,0.6678,0.4813,0.7469
07/10/15,1,0.949,0.6678,0.4813,0.7469
07/09/15,1,0.9464,0.6749,0.4843,0.7461
07/08/15,1,0.945,0.6727,0.4825,0.7416
07/07/15,1,0.9459,0.6793,0.4807,0.7425
07/06/15,1,0.9473,0.6808,0.482,0.7495
07/05/15,1,0.9467,0.6781,0.4816,0.7524
07/04/15,1,0.9467,0.6781,0.4816,0.7524
07/03/15,1,0.9467,0.6781,0.4816,0.7524
07/02/15,1,0.9581,0.6862,0.4874,0.7593
07/01/15,1,0.9615,0.6917,0.4904,0.7677
06/30/15,1,0.9511,0.6873,0.4889,0.769
06/29/15,1,0.9484,0.6884,0.4877,0.7664
06/28/15,1,0.9467,0.6835,0.4868,0.7656
06/27/15,1,0.9467,0.6835,0.4868,0.7656
06/26/15,1,0.9467,0.6835,0.4868,0.7656
06/25/15,1,0.9586,0.6908,0.4922,0.7741
06/24/15,1,0.953,0.6909,0.4918,0.7748
06/23/15,1,0.951,0.6879,0.4884,0.7707
06/22/15,1,0.9496,0.6842,0.4905,0.7762
06/21/15,1,0.9502,0.6854,0.4889,0.7744
06/20/15,1,0.9502,0.6854,0.4889,0.7744
06/19/15,1,0.9502,0.6854,0.4889,0.7744
06/18/15,1,0.9518,0.6863,0.4919,0.7827
06/17/15,1,0.9451,0.6805,0.488,0.7676
06/16/15,1,0.9559,0.6905,0.4959,0.7744
06/15/15,1,0.9571,0.6913,0.5001,0.7755
06/14/15,1,0.9481,0.6868,0.4976,0.7706
06/13/15,1,0.9481,0.6868,0.4976,0.7706
06/12/15,1,0.9481,0.6868,0.4976,0.7706
06/11/15,1,0.9522,0.6881,0.5,0.7729
06/10/15,1,0.9472,0.6863,0.4999,0.7741
06/09/15,1,0.9509,0.6847,0.5035,0.7702
06/08/15,1,0.9496,0.6842,0.5007,0.7637
06/07/15,1,0.9648,0.688,0.5034,0.7718
06/06/15,1,0.9648,0.688,0.5034,0.7718
06/05/15,1,0.9648,0.688,0.5034,0.7718
06/04/15,1,0.9638,0.6841,0.5031,0.7742
06/03/15,1,0.9675,0.6983,0.508,0.7775
06/02/15,1,0.9611,0.6973,0.505,0.769
06/01/15,1,0.9534,0.6973,0.5015,0.7631
05/31/15,1,0.952,0.6974,0.5015,0.7651
05/30/15,1,0.952,0.6974,0.5015,0.7651
05/29/15,1,0.952,0.6974,0.5015,0.7651
05/28/15,1,0.9528,0.7009,0.4993,0.7637
05/27/15,1,0.9604,0.7098,0.5018,0.771
05/26/15,1,0.9643,0.7133,0.5061,0.7793
05/25/15,1,0.9624,0.7131,0.5063,0.7829
05/24/15,1,0.9617,0.7061,0.504,0.7883
05/23/15,1,0.9617,0.7061,0.504,0.7883
05/22/15,1,0.9617,0.7061,0.504,0.7883
05/21/15,1,0.9637,0.7086,0.503,0.7889
05/20/15,1,0.965,0.7107,0.5087,0.7902
05/19/15,1,0.9708,0.7129,0.5146,0.797
05/18/15,1,0.9652,0.7028,0.511,0.8005
05/17/15,1,0.9631,0.7063,0.5093,0.8001
05/16/15,1,0.9631,0.7063,0.5093,0.8001
05/15/15,1,0.9631,0.7063,0.5093,0.8001
05/14/15,1,0.9686,0.7099,0.5133,0.8106
05/13/15,1,0.9635,0.7171,0.5144,0.8047
05/12/15,1,0.9618,0.7107,0.5092,0.7988
05/11/15,1,0.9561,0.7084,0.5097,0.7893
05/10/15,1,0.9577,0.7052,0.5134,0.7913
05/09/15,1,0.9577,0.7052,0.5134,0.7913
05/08/15,1,0.9577,0.7052,0.5134,0.7913
05/07/15,1,0.9619,0.7049,0.5234,0.7969
05/06/15,1,0.9613,0.7128,0.5257,0.8004
05/05/15,1,0.9519,0.7083,0.5206,0.7874
05/04/15,1,0.9499,0.703,0.5187,0.784
05/03/15,1,0.9519,0.7062,0.5132,0.792
05/02/15,1,0.9519,0.7062,0.5132,0.792
05/01/15,1,0.9519,0.7062,0.5132,0.792
04/30/15,1,0.9519,0.7062,0.5132,0.792
04/29/15,1,0.9637,0.7266,0.5203,0.7994
04/28/15,1,0.959,0.7272,0.5199,0.7946
04/27/15,1,0.9487,0.7211,0.5165,0.7804
04/26/15,1,0.9448,0.7203,0.5156,0.7796
04/25/15,1,0.9448,0.7203,0.5156,0.7796
04/24/15,1,0.9448,0.7203,0.5156,0.7796
04/23/15,1,0.945,0.7175,0.5145,0.7729
04/22/15,1,0.9533,0.7248,0.5167,0.7787
04/21/15,1,0.9467,0.7235,0.52,0.7742
04/20/15,1,0.9504,0.7234,0.5205,0.7757
04/19/15,1,0.9524,0.7224,0.5201,0.7812
04/18/15,1,0.9524,0.7224,0.5201,0.7812
04/17/15,1,0.9524,0.7224,0.5201,0.7812
04/16/15,1,0.9558,0.7252,0.5213,0.7767
04/15/15,1,0.9521,0.7171,0.514,0.7586
04/14/15,1,0.9538,0.7176,0.5179,0.758
04/13/15,1,0.9568,0.7181,0.5181,0.7578
04/12/15,1,0.9683,0.7234,0.524,0.7646
04/11/15,1,0.9683,0.7234,0.524,0.7646
04/10/15,1,0.9683,0.7234,0.524,0.7646
04/09/15,1,0.9672,0.7168,0.521,0.7723
04/08/15,1,0.958,0.7103,0.516,0.7716
04/07/15,1,0.9557,0.7046,0.5134,0.7643
04/06/15,1,0.9547,0.6972,0.5101,0.7551
04/05/15,1,0.9547,0.6972,0.5101,0.7551
04/04/15,1,0.9547,0.6972,0.5101,0.7551
04/03/15,1,0.9547,0.6972,0.5101,0.7551
04/02/15,1,0.9547,0.6972,0.5101,0.7551
04/01/15,1,0.9632,0.7066,0.5147,0.7599
03/31/15,1,0.9706,0.7065,0.5138,0.7601
03/30/15,1,0.9683,0.7063,0.5176,0.766
03/29/15,1,0.9742,0.7174,0.5235,0.7788
03/28/15,1,0.9742,0.7174,0.5235,0.7788
03/27/15,1,0.9742,0.7174,0.5235,0.7788
03/26/15,1,0.9759,0.7148,0.5269,0.7843
03/25/15,1,0.9846,0.7181,0.5289,0.7889
03/24/15,1,0.986,0.7224,0.5305,0.791
03/23/15,1,0.9806,0.7175,0.525,0.7829
03/22/15,1,0.9762,0.7149,0.5187,0.7704
03/21/15,1,0.9762,0.7149,0.5187,0.7704
03/20/15,1,0.9762,0.7149,0.5187,0.7704
03/19/15,1,0.9722,0.716,0.5143,0.7645
03/18/15,1,0.9771,0.7194,0.5201,0.762
03/17/15,1,0.9764,0.7187,0.5174,0.7643
03/16/15,1,0.978,0.7248,0.5169,0.7652
03/15/15,1,0.9755,0.7246,0.5183,0.7661
03/14/15,1,0.9755,0.7246,0.5183,0.7661
03/13/15,1,0.9755,0.7246,0.5183,0.7661
03/12/15,1,0.9754,0.7262,0.5149,0.7707
03/11/15,1,0.9664,0.7195,0.5062,0.7611
03/10/15,1,0.9667,0.7126,0.5079,0.7651
03/09/15,1,0.9737,0.7121,0.5117,0.7733
03/08/15,1,0.9768,0.7148,0.5161,0.7836
03/07/15,1,0.9768,0.7148,0.5161,0.7836
03/06/15,1,0.9768,0.7148,0.5161,0.7836
03/05/15,1,0.9694,0.704,0.5105,0.7792
03/04/15,1,0.981,0.7047,0.5115,0.7839
03/03/15,1,0.9785,0.6999,0.5092,0.7816
03/02/15,1,0.9717,0.6929,0.5054,0.7779
03/01/15,1,0.9747,0.6965,0.5069,0.7828
02/28/15,1,0.9747,0.6965,0.5069,0.7828
02/27/15,1,0.9747,0.6965,0.5069,0.7828
02/26/15,1,0.9829,0.6965,0.5085,0.7883
02/25/15,1,0.9811,0.695,0.5093,0.7886
02/24/15,1,0.9804,0.6845,0.5027,0.7754
02/23/15,1,0.9825,0.6892,0.5067,0.7786
02/22/15,1,0.9774,0.6945,0.5103,0.7846
02/21/15,1,0.9774,0.6945,0.5103,0.7846
02/20/15,1,0.9774,0.6945,0.5103,0.7846
02/19/15,1,0.9744,0.6834,0.5043,0.7782
02/18/15,1,0.9699,0.685,0.505,0.779
02/17/15,1,0.9679,0.6853,0.5094,0.7822
02/16/15,1,0.9684,0.6817,0.5059,0.7777
02/15/15,1,0.9691,0.6808,0.5038,0.7748
02/14/15,1,0.9691,0.6808,0.5038,0.7748
02/13/15,1,0.9691,0.6808,0.5038,0.7748
02/12/15,1,0.9639,0.6775,0.4997,0.7674
02/11/15,1,0.9769,0.6847,0.5064,0.7746
02/10/15,1,0.9701,0.6886,0.5109,0.7779
02/09/15,1,0.9767,0.693,0.5139,0.7814
02/08/15,1,0.9776,0.6862,0.5128,0.7855
02/07/15,1,0.9776,0.6862,0.5128,0.7855
02/06/15,1,0.9776,0.6862,0.5128,0.7855
02/05/15,1,0.9777,0.6842,0.5119,0.7807
02/04/15,1,0.9681,0.6793,0.5105,0.7775
02/03/15,1,0.9674,0.6757,0.5095,0.7687
02/02/15,1,0.9868,0.6886,0.5182,0.7788
02/01/15,1,0.9854,0.688,0.5168,0.7778
01/31/15,1,0.9854,0.688,0.5168,0.7778
01/30/15,1,0.9854,0.688,0.5168,0.7778
01/29/15,1,0.9755,0.688,0.5144,0.7785
01/28/15,1,0.9899,0.7025,0.5245,0.797
01/27/15,1,0.9896,0.7026,0.525,0.7944
01/26/15,1,0.9847,0.7029,0.5264,0.7903
01/25/15,1,0.9836,0.7058,0.5274,0.7903
01/24/15,1,0.9836,0.7058,0.5274,0.7903
01/23/15,1,0.9836,0.7058,0.5274,0.7903
01/22/15,1,1.0038,0.6993,0.5346,0.8125
01/21/15,1,0.9919,0.7086,0.5435,0.8214
01/20/15,1,0.9849,0.7081,0.5407,0.8199
01/19/15,1,0.9839,0.7075,0.5422,0.8211
01/18/15,1,0.9882,0.7086,0.5411,0.8211
01/17/15,1,0.9882,0.7086,0.5411,0.8211
01/16/15,1,0.9882,0.7086,0.5411,0.8211
01/15/15,1,0.9796,0.7071,0.5425,0.8278
01/14/15,1,0.9735,0.6909,0.5357,0.8136
01/13/15,1,0.9762,0.6925,0.5378,0.8159
01/12/15,1,0.9686,0.6898,0.5374,0.8142
01/11/15,1,0.9626,0.6894,0.5376,0.8144
01/10/15,1,0.9626,0.6894,0.5376,0.8144
01/09/15,1,0.9626,0.6894,0.5376,0.8144
01/08/15,1,0.9578,0.6888,0.538,0.8106
01/07/15,1,0.9547,0.6821,0.5336,0.807
01/06/15,1,0.9572,0.6831,0.5357,0.8138
01/05/15,1,0.9516,0.6777,0.5305,0.8075
01/04/15,1,0.948,0.6738,0.5256,0.8115
01/03/15,1,0.948,0.6738,0.5256,0.8115
01/02/15,1,0.948,0.6738,0.5256,0.8115
01/01/15,1,0.9483,0.6744,0.5253,0.8187
12/31/14,1,0.9483,0.6744,0.5253,0.8187
12/30/14,1,0.9499,0.6721,0.5258,0.8173
12/29/14,1,0.9478,0.6683,0.5241,0.8151
12/28/14,1,0.9409,0.6643,0.5225,0.8117
12/27/14,1,0.9409,0.6643,0.5225,0.8117
12/26/14,1,0.9409,0.6643,0.5225,0.8117
12/25/14,1,0.9409,0.6643,0.5225,0.8117
12/24/14,1,0.9409,0.6643,0.5225,0.8117
12/23/14,1,0.9458,0.6655,0.5235,0.8127
12/22/14,1,0.9469,0.6641,0.5213,0.8142
12/21/14,1,0.9485,0.6661,0.5227,0.8179
12/20/14,1,0.9485,0.6661,0.5227,0.8179
12/19/14,1,0.9485,0.6661,0.5227,0.8179
12/18/14,1,0.9496,0.6664,0.5242,0.8187
12/17/14,1,0.9526,0.6578,0.5217,0.8188
12/16/14,1,0.9609,0.6576,0.5238,0.8245
12/15/14,1,0.9523,0.661,0.5246,0.8214
12/14/14,1,0.9576,0.6642,0.5264,0.8269
12/13/14,1,0.9576,0.6642,0.5264,0.8269
12/12/14,1,0.9576,0.6642,0.5264,0.8269
12/11/14,1,0.9485,0.6642,0.5265,0.8255
12/10/14,1,0.9555,0.6736,0.532,0.8347
12/09/14,1,0.9505,0.671,0.5302,0.83
12/08/14,1,0.9485,0.6762,0.5305,0.8289
12/07/14,1,0.9539,0.6773,0.5338,0.8373
12/06/14,1,0.9539,0.6773,0.5338,0.8373
12/05/14,1,0.9539,0.6773,0.5338,0.8373
12/04/14,1,0.9528,0.6806,0.5351,0.8379
12/03/14,1,0.9599,0.684,0.5378,0.8434
12/02/14,1,0.9596,0.6793,0.5391,0.844
12/01/14,1,0.9681,0.6812,0.5399,0.8493
11/30/14,1,0.9713,0.6827,0.543,0.8523
11/29/14,1,0.9713,0.6827,0.543,0.8523
11/28/14,1,0.9713,0.6827,0.543,0.8523
11/27/14,1,0.9642,0.6868,0.544,0.8571
11/26/14,1,0.9584,0.6818,0.5393,0.8505
11/25/14,1,0.9615,0.6867,0.5445,0.8531
11/24/14,1,0.9704,0.6951,0.5502,0.8626
11/23/14,1,0.9811,0.7014,0.5556,0.8713
11/22/14,1,0.9811,0.7014,0.5556,0.8713
11/21/14,1,0.9811,0.7014,0.5556,0.8713
11/20/14,1,0.9749,0.6866,0.5485,0.8609
11/19/14,1,0.9803,0.6891,0.551,0.8638
11/18/14,1,0.9852,0.6973,0.5574,0.8725
11/17/14,1,0.9875,0.6987,0.5582,0.8731
11/16/14,1,0.9874,0.6975,0.5541,0.8675
11/15/14,1,0.9874,0.6975,0.5541,0.8675
11/14/14,1,0.9874,0.6975,0.5541,0.8675
11/13/14,1,0.99,0.7016,0.5551,0.8739
11/12/14,1,0.9854,0.6984,0.5504,0.8707
11/11/14,1,0.9836,0.6951,0.5447,0.8636
11/10/14,1,0.9804,0.6942,0.5451,0.8667
11/09/14,1,0.9827,0.6936,0.5433,0.8596
11/08/14,1,0.9827,0.6936,0.5433,0.8596
11/07/14,1,0.9827,0.6936,0.5433,0.8596
11/06/14,1,0.9829,0.6882,0.5411,0.8615
11/05/14,1,0.9853,0.6899,0.5411,0.861
11/04/14,1,0.9961,0.6973,0.5452,0.8725
11/03/14,1,0.9828,0.697,0.5443,0.8708
11/02/14,1,0.9909,0.7018,0.5504,0.8789
11/01/14,1,0.9909,0.7018,0.5504,0.8789
10/31/14,1,0.9909,0.7018,0.5504,0.8789
10/30/14,1,0.9834,0.6988,0.5501,0.8803
10/29/14,1,0.9901,0.6976,0.5518,0.8886
10/28/14,1,0.9942,0.6959,0.5484,0.8871
10/27/14,1,0.9888,0.6934,0.5458,0.8791
10/26/14,1,0.9858,0.6946,0.5479,0.8793
10/25/14,1,0.9858,0.6946,0.5479,0.8793
10/24/14,1,0.9858,0.6946,0.5479,0.8793
10/23/14,1,0.9864,0.6943,0.5487,0.8795
10/22/14,1,0.987,0.693,0.5481,0.8796
10/21/14,1,0.9918,0.6908,0.5458,0.8817
10/20/14,1,0.9877,0.6868,0.5435,0.8773
10/19/14,1,0.9876,0.6851,0.545,0.8785
10/18/14,1,0.9876,0.6851,0.545,0.8785
10/17/14,1,0.9876,0.6851,0.545,0.8785
10/16/14,1,0.9864,0.6828,0.5442,0.8705
10/15/14,1,0.9916,0.6884,0.5477,0.8719
10/14/14,1,0.9826,0.6908,0.5489,0.8736
10/13/14,1,0.9818,0.6906,0.5442,0.8756
10/12/14,1,0.9752,0.6891,0.5432,0.8709
10/11/14,1,0.9752,0.6891,0.5432,0.8709
10/10/14,1,0.9752,0.6891,0.5432,0.8709
10/09/14,1,0.9842,0.6941,0.5466,0.8858
10/08/14,1,0.9802,0.6937,0.5459,0.8772
10/07/14,1,0.9808,0.6979,0.5471,0.8798
10/06/14,1,0.9789,0.6954,0.5464,0.8737
10/05/14,1,0.9787,0.6937,0.5447,0.8752
10/04/14,1,0.9787,0.6937,0.5447,0.8752
10/03/14,1,0.9787,0.6937,0.5447,0.8752
10/02/14,1,0.9774,0.6948,0.5436,0.8776
10/01/14,1,0.9754,0.6898,0.5368,0.8694
09/30/14,1,0.9734,0.6924,0.5382,0.8713
09/29/14,1,0.9737,0.687,0.5378,0.8726
09/28/14,1,0.9769,0.6905,0.539,0.8791
09/27/14,1,0.9769,0.6905,0.539,0.8791
09/26/14,1,0.9769,0.6905,0.539,0.8791
09/25/14,1,0.9795,0.6929,0.5407,0.8808
09/24/14,1,0.9825,0.6916,0.541,0.887
09/23/14,1,0.9796,0.6906,0.5428,0.8903
09/22/14,1,0.9761,0.6906,0.5432,0.887
09/21/14,1,0.9852,0.6983,0.5492,0.8974
09/20/14,1,0.9852,0.6983,0.5492,0.8974
09/19/14,1,0.9852,0.6983,0.5492,0.8974
09/18/14,1,0.9839,0.6949,0.5478,0.8945
09/17/14,1,0.9941,0.6992,0.5549,0.9059
09/16/14,1,0.997,0.6974,0.5573,0.903
09/15/14,1,1.0001,0.6988,0.5555,0.9022
09/14/14,1,1.0012,0.7001,0.5577,0.9053
09/13/14,1,1.0012,0.7001,0.5577,0.9053
09/12/14,1,1.0012,0.7001,0.5577,0.9053
09/11/14,1,1.0038,0.7051,0.5611,0.9116
09/10/14,1,1.0047,0.7069,0.5664,0.914
09/09/14,1,1.0187,0.7193,0.5758,0.928
09/08/14,1,1.018,0.721,0.5785,0.9335
09/07/14,1,1.0187,0.7233,0.5747,0.9365
09/06/14,1,1.0187,0.7233,0.5747,0.9365
09/05/14,1,1.0187,0.7233,0.5747,0.9365
09/04/14,1,1.0167,0.718,0.5695,0.9345
09/03/14,1,1.0172,0.7095,0.5666,0.9331
09/02/14,1,1.0126,0.7078,0.5615,0.9282
09/01/14,1,1.0147,0.7113,0.5621,0.9341
08/31/14,1,1.0135,0.7081,0.5631,0.9338
08/30/14,1,1.0135,0.7081,0.5631,0.9338
08/29/14,1,1.0135,0.7081,0.5631,0.9338
08/28/14,1,1.015,0.7103,0.5643,0.936
08/27/14,1,1.0191,0.7091,0.563,0.9344
08/26/14,1,1.0218,0.7064,0.5623,0.9318
08/25/14,1,1.0199,0.7055,0.5613,0.9312
08/24/14,1,1.0203,0.7019,0.5617,0.9311
08/23/14,1,1.0203,0.7019,0.5617,0.9311
08/22/14,1,1.0203,0.7019,0.5617,0.9311
08/21/14,1,1.018,0.7001,0.5596,0.9285
08/20/14,1,1.0178,0.6995,0.5583,0.9293
08/19/14,1,1.0189,0.6994,0.5614,0.934
08/18/14,1,1.0139,0.6964,0.5572,0.932
08/17/14,1,1.0161,0.6963,0.5585,0.9322
08/16/14,1,1.0161,0.6963,0.5585,0.9322
08/15/14,1,1.0161,0.6963,0.5585,0.9322
08/14/14,1,1.0147,0.6967,0.5585,0.9317
08/13/14,1,1.0152,0.6957,0.5563,0.9294
08/12/14,1,1.0144,0.6942,0.5522,0.9264
08/11/14,1,1.0152,0.6924,0.5522,0.9268
08/10/14,1,1.0135,0.6935,0.5525,0.9285
08/09/14,1,1.0135,0.6935,0.5525,0.9285
08/08/14,1,1.0135,0.6935,0.5525,0.9285
08/07/14,1,1.0139,0.6938,0.5509,0.9274
08/06/14,1,1.0219,0.6979,0.5533,0.9313
08/05/14,1,1.0202,0.6961,0.5527,0.9316
08/04/14,1,1.0175,0.6941,0.5533,0.9316
08/03/14,1,1.0141,0.693,0.5517,0.9282
08/02/14,1,1.0141,0.693,0.5517,0.9282
08/01/14,1,1.0141,0.693,0.5517,0.9282
07/31/14,1,1.0149,0.6946,0.5507,0.9294
07/30/14,1,1.0183,0.6988,0.5532,0.9365
07/29/14,1,1.0158,0.6992,0.554,0.9389
07/28/14,1,1.0172,0.7005,0.5538,0.941
07/27/14,1,1.0128,0.6998,0.5537,0.9406
07/26/14,1,1.0128,0.6998,0.5537,0.9406
07/25/14,1,1.0128,0.6998,0.5537,0.9406
07/24/14,1,1.0124,0.7007,0.555,0.9439
07/23/14,1,1.0132,0.7019,0.555,0.945
07/22/14,1,1.0093,0.696,0.5502,0.9383
07/21/14,1,1.0081,0.6941,0.5494,0.9383
07/20/14,1,1.0087,0.6941,0.5494,0.9388
07/19/14,1,1.0087,0.6941,0.5494,0.9388
07/18/14,1,1.0087,0.6941,0.5494,0.9388
07/17/14,1,1.0077,0.6932,0.5482,0.9375
07/16/14,1,1.0058,0.6906,0.5458,0.9345
07/15/14,1,1.0061,0.6886,0.5461,0.9374
07/14/14,1,1.0082,0.6897,0.5494,0.9398
07/13/14,1,1.0002,0.6914,0.5491,0.94
07/12/14,1,1.0002,0.6914,0.5491,0.94
07/11/14,1,1.0002,0.6914,0.5491,0.94
07/10/14,1,0.9997,0.6887,0.5476,0.9369
07/09/14,1,1.0014,0.6903,0.5492,0.939
07/08/14,1,1.0034,0.6916,0.549,0.9398
07/07/14,1,0.9961,0.6886,0.5467,0.936
07/06/14,1,0.9946,0.6883,0.5455,0.9352
07/05/14,1,0.9946,0.6883,0.5455,0.9352
07/04/14,1,0.9946,0.6883,0.5455,0.9352
07/03/14,1,0.9985,0.6872,0.5473,0.9377
07/02/14,1,1.0061,0.6922,0.5508,0.9452
07/01/14,1,1.0075,0.6907,0.5512,0.9454
06/30/14,1,1.0036,0.6879,0.5514,0.9395
06/29/14,1,1.0066,0.6916,0.553,0.9419
06/28/14,1,1.0066,0.6916,0.553,0.9419
06/27/14,1,1.0066,0.6916,0.553,0.9419
06/26/14,1,1.0081,0.6916,0.5526,0.9409
06/25/14,1,1.0056,0.6878,0.5518,0.9364
06/24/14,1,1.0086,0.6901,0.5531,0.9398
06/23/14,1,1.0131,0.6942,0.5549,0.9438
06/22/14,1,1.0165,0.6918,0.5517,0.94
06/21/14,1,1.0165,0.6918,0.5517,0.94
06/20/14,1,1.0165,0.6918,0.5517,0.94
06/19/14,1,1.0187,0.6907,0.5525,0.9407
06/18/14,1,1.0149,0.6885,0.5511,0.9338
06/17/14,1,1.0173,0.69,0.5516,0.9362
06/16/14,1,1.0207,0.6932,0.5528,0.938
06/15/14,1,1.0187,0.6938,0.5536,0.9389
06/14/14,1,1.0187,0.6938,0.5536,0.9389
06/13/14,1,1.0187,0.6938,0.5536,0.9389
06/12/14,1,1.0213,0.6953,0.5589,0.9406
06/11/14,1,1.0229,0.6935,0.5597,0.9395
06/10/14,1,1.0225,0.6917,0.5585,0.937
06/09/14,1,1.0217,0.6875,0.5568,0.9356
06/08/14,1,1.0198,0.6843,0.5548,0.9336
06/07/14,1,1.0198,0.6843,0.5548,0.9336
06/06/14,1,1.0198,0.6843,0.5548,0.9336
06/05/14,1,1.016,0.6846,0.5547,0.9287
06/04/14,1,1.0135,0.6805,0.5532,0.9273
06/03/14,1,1.0107,0.6788,0.5531,0.9263
06/02/14,1,1.0049,0.6796,0.5525,0.925
06/01/14,1,1.0075,0.6833,0.5556,0.9298
05/31/14,1,1.0075,0.6833,0.5556,0.9298
05/30/14,1,1.0075,0.6833,0.5556,0.9298
05/29/14,1,1.0086,0.6827,0.556,0.9293
05/28/14,1,1.0024,0.6782,0.551,0.9229
05/27/14,1,1.004,0.6786,0.5503,0.9254
05/26/14,1,1.0035,0.6775,0.5487,0.9237
05/25/14,1,1.0051,0.6765,0.5475,0.9221
05/24/14,1,1.0051,0.6765,0.5475,0.9221
05/23/14,1,1.0051,0.6765,0.5475,0.9221
05/22/14,1,1.0078,0.6757,0.5476,0.9236
05/21/14,1,1.006,0.6748,0.5462,0.9229
05/20/14,1,1.0084,0.6758,0.5501,0.926
05/19/14,1,1.0171,0.6824,0.5559,0.9359
05/18/14,1,1.018,0.6834,0.5568,0.936
05/17/14,1,1.018,0.6834,0.5568,0.936
05/16/14,1,1.018,0.6834,0.5568,0.936
05/15/14,1,1.0175,0.6854,0.5588,0.9363
05/14/14,1,1.0247,0.6851,0.5602,0.9399
05/13/14,1,1.0212,0.6838,0.5565,0.937
05/12/14,1,1.0199,0.681,0.5551,0.9374
05/11/14,1,1.0143,0.6796,0.5554,0.9366
05/10/14,1,1.0143,0.6796,0.5554,0.9366
05/09/14,1,1.0143,0.6796,0.5554,0.9366
05/08/14,1,1.0214,0.6731,0.5541,0.9392
