Date,GBP,AUD,CAD,EUR,USD
06/07/16,1,1.9594,1.8625,1.284,1.4571
06/06/16,1,1.9585,1.8629,1.2703,1.4417
06/05/16,1,1.9922,1.8883,1.2939,1.4432
06/04/16,1,1.9922,1.8883,1.2939,1.4432
06/03/16,1,1.9922,1.8883,1.2939,1.4432
06/02/16,1,2.0063,1.8959,1.2931,1.4467
06/01/16,1,1.9869,1.8855,1.2927,1.4445
05/31/16,1,2.0169,1.9072,1.3126,1.4641
05/30/16,1,2.0367,1.9079,1.3136,1.4633
05/29/16,1,2.0307,1.9096,1.3116,1.4648
05/28/16,1,2.0307,1.9096,1.3116,1.4648
05/27/16,1,2.0307,1.9096,1.3116,1.4648
05/26/16,1,2.0378,1.9011,1.3163,1.4701
05/25/16,1,2.0382,1.924,1.3171,1.468
05/24/16,1,2.0385,1.9192,1.307,1.4596
05/23/16,1,2.0069,1.904,1.2913,1.4482
05/22/16,1,2.0152,1.9094,1.2986,1.4569
05/21/16,1,2.0152,1.9094,1.2986,1.4569
05/20/16,1,2.0152,1.9094,1.2986,1.4569
05/19/16,1,2.0321,1.9167,1.3057,1.462
05/18/16,1,2.0031,1.889,1.2906,1.4556
05/17/16,1,1.9779,1.8722,1.2796,1.4482
05/16/16,1,1.9703,1.8571,1.269,1.4371
05/15/16,1,1.9781,1.8562,1.2697,1.4409
05/14/16,1,1.9781,1.8562,1.2697,1.4409
05/13/16,1,1.9781,1.8562,1.2697,1.4409
05/12/16,1,1.97,1.85,1.2676,1.4437
05/11/16,1,1.9598,1.86,1.2665,1.4449
05/10/16,1,1.9662,1.872,1.2697,1.4443
05/09/16,1,1.9676,1.8662,1.2659,1.4424
05/08/16,1,1.9659,1.8665,1.2682,1.4492
05/07/16,1,1.9659,1.8665,1.2682,1.4492
05/06/16,1,1.9659,1.8665,1.2682,1.4492
05/05/16,1,1.9358,1.8596,1.2681,1.4505
05/04/16,1,1.9397,1.8503,1.2613,1.4511
05/03/16,1,1.9346,1.8405,1.2642,1.4625
05/02/16,1,1.9202,1.8388,1.278,1.4688
05/01/16,1,1.9158,1.831,1.2816,1.4615
04/30/16,1,1.9158,1.831,1.2816,1.4615
04/29/16,1,1.9158,1.831,1.2816,1.4615
04/28/16,1,1.915,1.8323,1.2847,1.4592
04/27/16,1,1.9213,1.8358,1.2907,1.4589
04/26/16,1,1.8843,1.8425,1.2906,1.4567
04/25/16,1,1.8788,1.84,1.288,1.4508
04/24/16,1,1.86,1.8309,1.2766,1.4378
04/23/16,1,1.86,1.8309,1.2766,1.4378
04/22/16,1,1.86,1.8309,1.2766,1.4378
04/21/16,1,1.8421,1.823,1.2708,1.4429
04/20/16,1,1.8402,1.8231,1.2642,1.4386
04/19/16,1,1.842,1.8256,1.2662,1.4363
04/18/16,1,1.8407,1.8315,1.2534,1.4171
04/17/16,1,1.8408,1.8266,1.2567,1.418
04/16/16,1,1.8408,1.8266,1.2567,1.418
04/15/16,1,1.8408,1.8266,1.2567,1.418
04/14/16,1,1.8363,1.8142,1.2569,1.4143
04/13/16,1,1.8602,1.8222,1.2596,1.4231
04/12/16,1,1.864,1.8379,1.2525,1.4274
04/11/16,1,1.8811,1.8479,1.2491,1.4227
04/10/16,1,1.8693,1.8408,1.2387,1.4075
04/09/16,1,1.8693,1.8408,1.2387,1.4075
04/08/16,1,1.8693,1.8408,1.2387,1.4075
04/07/16,1,1.8695,1.8464,1.2387,1.4077
04/06/16,1,1.8598,1.8454,1.2375,1.4028
04/05/16,1,1.8819,1.8673,1.2475,1.418
04/04/16,1,1.8708,1.8601,1.2541,1.4272
04/03/16,1,1.8631,1.8643,1.2517,1.431
04/02/16,1,1.8631,1.8643,1.2517,1.431
04/01/16,1,1.8631,1.8643,1.2517,1.431
03/31/16,1,1.8706,1.8619,1.2633,1.4383
03/30/16,1,1.8791,1.8777,1.2726,1.4411
03/29/16,1,1.8994,1.879,1.2747,1.4269
03/28/16,1,1.8822,1.8775,1.2668,1.413
03/27/16,1,1.8822,1.8775,1.2668,1.413
03/26/16,1,1.8822,1.8775,1.2668,1.413
03/25/16,1,1.8822,1.8775,1.2668,1.413
03/24/16,1,1.8822,1.8775,1.2668,1.413
03/23/16,1,1.8712,1.8581,1.2661,1.4143
03/22/16,1,1.8722,1.8631,1.2692,1.423
03/21/16,1,1.8925,1.8777,1.2771,1.4394
03/20/16,1,1.9015,1.8787,1.2844,1.4487
03/19/16,1,1.9015,1.8787,1.2844,1.4487
03/18/16,1,1.9015,1.8787,1.2844,1.4487
03/17/16,1,1.8957,1.8795,1.2785,1.4461
03/16/16,1,1.8939,1.8796,1.2702,1.4053
03/15/16,1,1.8986,1.8929,1.2762,1.4177
03/14/16,1,1.9056,1.9033,1.2915,1.436
03/13/16,1,1.903,1.8942,1.2887,1.4292
03/12/16,1,1.903,1.8942,1.2887,1.4292
03/11/16,1,1.903,1.8942,1.2887,1.4292
03/10/16,1,1.8927,1.8799,1.3033,1.415
03/09/16,1,1.8993,1.9064,1.2964,1.4226
03/08/16,1,1.9062,1.8935,1.2885,1.421
03/07/16,1,1.9081,1.8921,1.2914,1.4144
03/06/16,1,1.9177,1.8994,1.2906,1.4158
03/05/16,1,1.9177,1.8994,1.2906,1.4158
03/04/16,1,1.9177,1.8994,1.2906,1.4158
03/03/16,1,1.918,1.8911,1.2914,1.4078
03/02/16,1,1.939,1.8854,1.2918,1.4024
03/01/16,1,1.9532,1.8893,1.2853,1.3974
02/29/16,1,1.942,1.8792,1.2726,1.3856
02/28/16,1,1.9398,1.8933,1.2699,1.3977
02/27/16,1,1.9398,1.8933,1.2699,1.3977
02/26/16,1,1.9398,1.8933,1.2699,1.3977
02/25/16,1,1.9377,1.9038,1.2671,1.3972
02/24/16,1,1.9407,1.9253,1.2669,1.3911
02/23/16,1,1.9493,1.9383,1.2823,1.4108
02/22/16,1,1.9583,1.9335,1.2781,1.4092
02/21/16,1,2.008,1.9654,1.2868,1.4278
02/20/16,1,2.008,1.9654,1.2868,1.4278
02/19/16,1,2.008,1.9654,1.2868,1.4278
02/18/16,1,2.0087,1.9662,1.2963,1.4368
02/17/16,1,2.008,1.9769,1.2848,1.4307
02/16/16,1,2.0115,1.9889,1.289,1.4393
02/15/16,1,2.0238,2.0018,1.2953,1.4482
02/14/16,1,2.0455,2.0194,1.2864,1.4504
02/13/16,1,2.0455,2.0194,1.2864,1.4504
02/12/16,1,2.0455,2.0194,1.2864,1.4504
02/11/16,1,2.0343,2.0119,1.27,1.4411
02/10/16,1,2.0495,2.0175,1.2932,1.4557
02/09/16,1,2.0634,2.0044,1.283,1.4415
02/08/16,1,2.036,2.005,1.2947,1.4372
02/07/16,1,2.0244,2.0012,1.2991,1.4553
02/06/16,1,2.0244,2.0012,1.2991,1.4553
02/05/16,1,2.0244,2.0012,1.2991,1.4553
02/04/16,1,2.0296,2.0061,1.3056,1.463
02/03/16,1,2.0555,2.0223,1.3275,1.4513
02/02/16,1,2.0399,2.0158,1.3182,1.4394
02/01/16,1,2.0206,2.0043,1.3141,1.4302
01/31/16,1,2.0139,2.0106,1.3087,1.4291
01/30/16,1,2.0139,2.0106,1.3087,1.4291
01/29/16,1,2.0139,2.0106,1.3087,1.4291
01/28/16,1,2.0227,2.0146,1.3119,1.4303
01/27/16,1,2.0353,2.0182,1.3164,1.4333
01/26/16,1,2.0435,2.0252,1.3141,1.4241
01/25/16,1,2.0419,2.0228,1.3177,1.4251
01/24/16,1,2.0382,2.0297,1.3252,1.4323
01/23/16,1,2.0382,2.0297,1.3252,1.4323
01/22/16,1,2.0382,2.0297,1.3252,1.4323
01/21/16,1,2.0413,2.0406,1.2956,1.4113
01/20/16,1,2.067,2.0734,1.2987,1.4165
01/19/16,1,2.0495,2.0596,1.3077,1.4212
01/18/16,1,2.0731,2.0718,1.3113,1.4282
01/17/16,1,2.0873,2.0813,1.3132,1.4332
01/16/16,1,2.0873,2.0813,1.3132,1.4332
01/15/16,1,2.0873,2.0813,1.3132,1.4332
01/14/16,1,2.0732,2.0669,1.321,1.4389
01/13/16,1,2.0545,2.0503,1.333,1.4417
01/12/16,1,2.0591,2.0471,1.3319,1.4433
01/11/16,1,2.077,2.0529,1.3386,1.4575
01/10/16,1,2.0793,2.056,1.3419,1.4575
01/09/16,1,2.0793,2.056,1.3419,1.4575
01/08/16,1,2.0793,2.056,1.3419,1.4575
01/07/16,1,2.086,2.0605,1.3415,1.4579
01/06/16,1,2.0679,2.0611,1.3617,1.4627
01/05/16,1,2.0457,2.0449,1.3655,1.4673
01/04/16,1,2.053,2.0555,1.3548,1.4765
01/03/16,1,2.0297,2.0595,1.3625,1.4833
01/02/16,1,2.0297,2.0595,1.3625,1.4833
01/01/16,1,2.0297,2.0595,1.3625,1.4833
12/31/15,1,2.0297,2.0595,1.3625,1.4833
12/30/15,1,2.0312,2.0557,1.355,1.4805
12/29/15,1,2.0345,2.0595,1.3513,1.4799
12/28/15,1,2.0519,2.068,1.3599,1.4907
12/27/15,1,2.0531,2.068,1.362,1.491
12/26/15,1,2.0531,2.068,1.362,1.491
12/25/15,1,2.0531,2.068,1.362,1.491
12/24/15,1,2.0531,2.068,1.362,1.491
12/23/15,1,2.0621,2.0704,1.3643,1.4892
12/22/15,1,2.0523,2.0704,1.3583,1.4876
12/21/15,1,2.0782,2.0784,1.3701,1.4893
12/20/15,1,2.0926,2.0812,1.3762,1.4912
12/19/15,1,2.0926,2.0812,1.3762,1.4912
12/18/15,1,2.0926,2.0812,1.3762,1.4912
12/17/15,1,2.0778,2.0637,1.3763,1.492
12/16/15,1,2.0851,2.0665,1.3731,1.5012
12/15/15,1,2.096,2.0779,1.3789,1.5154
12/14/15,1,2.0979,2.0807,1.3774,1.5128
12/13/15,1,2.1013,2.0712,1.3843,1.5158
12/12/15,1,2.1013,2.0712,1.3843,1.5158
12/11/15,1,2.1013,2.0712,1.3843,1.5158
12/10/15,1,2.0733,2.048,1.3822,1.5125
12/09/15,1,2.0938,2.0476,1.3791,1.5089
12/08/15,1,2.0766,2.0345,1.3753,1.4957
12/07/15,1,2.069,2.0273,1.3933,1.5061
12/06/15,1,2.069,2.0192,1.3887,1.514
12/05/15,1,2.069,2.0192,1.3887,1.514
12/04/15,1,2.069,2.0192,1.3887,1.514
12/03/15,1,2.043,1.9956,1.4041,1.4983
12/02/15,1,2.0526,2.0122,1.4166,1.5033
12/01/15,1,2.0665,2.0065,1.4213,1.5065
11/30/15,1,2.0816,2.0067,1.4188,1.501
11/29/15,1,2.0898,2.009,1.4227,1.5052
11/28/15,1,2.0898,2.009,1.4227,1.5052
11/27/15,1,2.0898,2.009,1.4227,1.5052
11/26/15,1,2.0895,2.009,1.4229,1.51
11/25/15,1,2.0807,2.0104,1.425,1.5085
11/24/15,1,2.0905,2.0149,1.416,1.5082
11/23/15,1,2.1058,2.0245,1.4235,1.5133
11/22/15,1,2.1148,2.0298,1.4265,1.5247
11/21/15,1,2.1148,2.0298,1.4265,1.5247
11/20/15,1,2.1148,2.0298,1.4265,1.5247
11/19/15,1,2.1328,2.0296,1.429,1.5272
11/18/15,1,2.1441,2.0292,1.4267,1.5218
11/17/15,1,2.132,2.0237,1.4251,1.5206
11/16/15,1,2.1408,2.0251,1.4168,1.5193
11/15/15,1,2.1324,2.0256,1.4143,1.5224
11/14/15,1,2.1324,2.0256,1.4143,1.5224
11/13/15,1,2.1324,2.0256,1.4143,1.5224
11/12/15,1,2.1338,2.0234,1.4156,1.5184
11/11/15,1,2.1506,2.0132,1.4164,1.5178
11/10/15,1,2.1441,2.0051,1.4116,1.512
11/09/15,1,2.1374,2.0004,1.4004,1.509
11/08/15,1,2.1186,1.9985,1.3934,1.5138
11/07/15,1,2.1186,1.9985,1.3934,1.5138
11/06/15,1,2.1186,1.9985,1.3934,1.5138
11/05/15,1,2.1377,2.0095,1.4033,1.5272
11/04/15,1,2.1441,2.0147,1.4096,1.5414
11/03/15,1,2.1456,2.0201,1.4022,1.5391
11/02/15,1,2.1673,2.0261,1.4021,1.5468
11/01/15,1,2.1643,2.021,1.3924,1.534
10/31/15,1,2.1643,2.021,1.3924,1.534
10/30/15,1,2.1643,2.021,1.3924,1.534
10/29/15,1,2.1552,2.0107,1.3953,1.525
10/28/15,1,2.1439,2.0203,1.3797,1.5294
10/27/15,1,2.1207,2.0269,1.3862,1.5333
10/26/15,1,2.1133,2.0159,1.392,1.5327
10/25/15,1,2.1194,2.0128,1.3898,1.5404
10/24/15,1,2.1194,2.0128,1.3898,1.5404
10/23/15,1,2.1194,2.0128,1.3898,1.5404
10/22/15,1,2.1455,2.0299,1.3672,1.5468
10/21/15,1,2.1373,2.009,1.3607,1.545
10/20/15,1,2.1235,2.0114,1.3602,1.5469
10/19/15,1,2.1294,2.0051,1.3667,1.5489
10/18/15,1,2.1281,1.9963,1.3594,1.5443
10/17/15,1,2.1281,1.9963,1.3594,1.5443
10/16/15,1,2.1281,1.9963,1.3594,1.5443
10/15/15,1,2.1106,1.9949,1.3519,1.5464
10/14/15,1,2.1194,1.9973,1.3481,1.5382
10/13/15,1,2.0836,1.984,1.3369,1.5206
10/12/15,1,2.0847,1.9865,1.3512,1.5367
10/11/15,1,2.0929,1.9843,1.3501,1.534
10/10/15,1,2.0929,1.9843,1.3501,1.534
10/09/15,1,2.0929,1.9843,1.3501,1.534
10/08/15,1,2.1265,1.9933,1.3576,1.5278
10/07/15,1,2.1182,1.9909,1.3591,1.5311
10/06/15,1,2.1329,1.9869,1.3515,1.517
10/05/15,1,2.1417,1.9907,1.351,1.518
10/04/15,1,2.1568,2.008,1.3591,1.5167
10/03/15,1,2.1568,2.008,1.3591,1.5167
10/02/15,1,2.1568,2.008,1.3591,1.5167
10/01/15,1,2.1416,2.0088,1.3574,1.5139
09/30/15,1,2.1583,2.0357,1.3541,1.517
09/29/15,1,2.166,2.0295,1.353,1.5159
09/28/15,1,2.1718,2.0295,1.3602,1.5193
09/27/15,1,2.1633,2.0204,1.361,1.5177
09/26/15,1,2.1633,2.0204,1.361,1.5177
09/25/15,1,2.1633,2.0204,1.361,1.5177
09/24/15,1,2.1859,2.0359,1.3537,1.5217
09/23/15,1,2.1671,2.0269,1.3704,1.528
09/22/15,1,2.178,2.0496,1.3845,1.5444
09/21/15,1,2.1666,2.0476,1.3806,1.5532
09/20/15,1,2.1525,2.0384,1.3702,1.5647
09/19/15,1,2.1525,2.0384,1.3702,1.5647
09/18/15,1,2.1525,2.0384,1.3702,1.5647
09/17/15,1,2.1651,2.0483,1.3724,1.5525
09/16/15,1,2.1574,2.0473,1.3762,1.5452
09/15/15,1,2.1624,2.0397,1.3613,1.541
09/14/15,1,2.1644,2.043,1.3635,1.5415
09/13/15,1,2.1838,2.0456,1.3687,1.5423
09/12/15,1,2.1838,2.0456,1.3687,1.5423
09/11/15,1,2.1838,2.0456,1.3687,1.5423
09/10/15,1,2.1789,2.0401,1.3764,1.5395
09/09/15,1,2.1873,2.0352,1.3791,1.5362
09/08/15,1,2.2054,2.0371,1.3805,1.5409
09/07/15,1,2.1992,2.0267,1.3692,1.5261
09/06/15,1,2.1802,2.0145,1.3671,1.5226
09/05/15,1,2.1802,2.0145,1.3671,1.5226
09/04/15,1,2.1802,2.0145,1.3671,1.5226
09/03/15,1,2.1831,2.0276,1.3615,1.5288
09/02/15,1,2.1795,2.0246,1.357,1.5273
09/01/15,1,2.1774,2.0273,1.3646,1.5333
08/31/15,1,2.1653,2.0429,1.3745,1.5415
08/30/15,1,2.1567,2.0426,1.3659,1.5391
08/29/15,1,2.1567,2.0426,1.3659,1.5391
08/28/15,1,2.1567,2.0426,1.3659,1.5391
08/27/15,1,2.1595,2.041,1.3676,1.5432
08/26/15,1,2.1825,2.068,1.3672,1.5589
08/25/15,1,2.1861,2.0824,1.3717,1.5783
08/24/15,1,2.1779,2.0866,1.3695,1.5745
08/23/15,1,2.1373,2.0543,1.3893,1.5672
08/22/15,1,2.1373,2.0543,1.3893,1.5672
08/21/15,1,2.1373,2.0543,1.3893,1.5672
08/20/15,1,2.1416,2.0565,1.401,1.5667
08/19/15,1,2.1316,2.0472,1.4186,1.5663
08/18/15,1,2.1393,2.0582,1.4201,1.5706
08/17/15,1,2.1247,2.0522,1.4075,1.5623
08/16/15,1,2.1164,2.0393,1.3996,1.5635
08/15/15,1,2.1164,2.0393,1.3996,1.5635
08/14/15,1,2.1164,2.0393,1.3996,1.5635
08/13/15,1,2.1279,2.0342,1.4073,1.5633
08/12/15,1,2.1161,2.0236,1.3988,1.5604
08/11/15,1,2.1292,2.0392,1.4108,1.5597
08/10/15,1,2.1049,2.0354,1.4142,1.55
08/09/15,1,2.1003,2.0299,1.4182,1.5517
08/08/15,1,2.1003,2.0299,1.4182,1.5517
08/07/15,1,2.1003,2.0299,1.4182,1.5517
08/06/15,1,2.1171,2.0435,1.4257,1.5519
08/05/15,1,2.1191,2.0586,1.4362,1.563
08/04/15,1,2.1104,2.0502,1.423,1.5614
08/03/15,1,2.1444,2.0495,1.4229,1.5582
08/02/15,1,2.1503,2.0324,1.4203,1.5576
08/01/15,1,2.1503,2.0324,1.4203,1.5576
07/31/15,1,2.1503,2.0324,1.4203,1.5576
07/30/15,1,2.1491,2.0285,1.4265,1.5628
07/29/15,1,2.1411,2.0259,1.4178,1.5639
07/28/15,1,2.133,2.0283,1.4136,1.5585
07/27/15,1,2.1305,2.0217,1.4031,1.5516
07/26/15,1,2.1301,2.0257,1.4146,1.5475
07/25/15,1,2.1301,2.0257,1.4146,1.5475
07/24/15,1,2.1301,2.0257,1.4146,1.5475
07/23/15,1,2.1073,2.026,1.4196,1.5615
07/22/15,1,2.1147,2.0291,1.4323,1.5614
07/21/15,1,2.1105,2.0206,1.4312,1.5553
07/20/15,1,2.1092,2.0214,1.4345,1.5567
07/19/15,1,2.1068,2.0238,1.432,1.5594
07/18/15,1,2.1068,2.0238,1.432,1.5594
07/17/15,1,2.1068,2.0238,1.432,1.5594
07/16/15,1,2.1076,2.0155,1.4325,1.5567
07/15/15,1,2.0941,1.9915,1.4194,1.5627
07/14/15,1,2.0932,1.987,1.4116,1.5572
07/13/15,1,2.0905,1.9754,1.4055,1.5529
07/12/15,1,2.0776,1.9717,1.3873,1.5517
07/11/15,1,2.0776,1.9717,1.3873,1.5517
07/10/15,1,2.0776,1.9717,1.3873,1.5517
07/09/15,1,2.0647,1.954,1.3935,1.5404
07/08/15,1,2.0725,1.9585,1.3941,1.5369
07/07/15,1,2.0803,1.9676,1.413,1.5446
07/06/15,1,2.0746,1.9653,1.4124,1.5548
07/05/15,1,2.0765,1.9658,1.4081,1.5624
07/04/15,1,2.0765,1.9658,1.4081,1.5624
07/03/15,1,2.0765,1.9658,1.4081,1.5624
07/02/15,1,2.0517,1.9658,1.4079,1.5579
07/01/15,1,2.0391,1.9607,1.4103,1.5655
06/30/15,1,2.0453,1.9453,1.4057,1.5728
06/29/15,1,2.0502,1.9444,1.4114,1.5713
06/28/15,1,2.0541,1.9445,1.4039,1.5727
06/27/15,1,2.0541,1.9445,1.4039,1.5727
06/26/15,1,2.0541,1.9445,1.4039,1.5727
06/25/15,1,2.0316,1.9475,1.4033,1.5726
06/24/15,1,2.0333,1.9378,1.4049,1.5753
06/23/15,1,2.0473,1.9469,1.4083,1.5778
06/22/15,1,2.0388,1.936,1.3949,1.5825
06/21/15,1,2.0453,1.9435,1.4017,1.5838
06/20/15,1,2.0453,1.9435,1.4017,1.5838
06/19/15,1,2.0453,1.9435,1.4017,1.5838
06/18/15,1,2.0329,1.9348,1.3953,1.5912
06/17/15,1,2.0494,1.9368,1.3947,1.5731
06/16/15,1,2.0164,1.9275,1.3924,1.5615
06/15/15,1,1.9997,1.9139,1.3824,1.5507
06/14/15,1,2.0097,1.9053,1.3803,1.5487
06/13/15,1,2.0097,1.9053,1.3803,1.5487
06/12/15,1,2.0097,1.9053,1.3803,1.5487
06/11/15,1,2.0001,1.9046,1.3763,1.5458
06/10/15,1,2.0004,1.8947,1.3729,1.5485
06/09/15,1,1.9861,1.8886,1.3598,1.5296
06/08/15,1,1.9971,1.8966,1.3665,1.5253
06/07/15,1,1.9863,1.9165,1.3667,1.5331
06/06/15,1,1.9863,1.9165,1.3667,1.5331
06/05/15,1,1.9863,1.9165,1.3667,1.5331
06/04/15,1,1.9878,1.9158,1.3598,1.5389
06/03/15,1,1.9685,1.9046,1.3746,1.5304
06/02/15,1,1.9801,1.9031,1.3806,1.5227
06/01/15,1,1.9939,1.901,1.3903,1.5216
05/31/15,1,1.9942,1.8985,1.3908,1.5257
05/30/15,1,1.9942,1.8985,1.3908,1.5257
05/29/15,1,1.9942,1.8985,1.3908,1.5257
05/28/15,1,2.0027,1.9082,1.4037,1.5295
05/27/15,1,1.9928,1.9139,1.4144,1.5365
05/26/15,1,1.9758,1.9053,1.4092,1.5397
05/25/15,1,1.9751,1.9008,1.4085,1.5462
05/24/15,1,1.9842,1.9081,1.401,1.564
05/23/15,1,1.9842,1.9081,1.401,1.564
05/22/15,1,1.9842,1.9081,1.401,1.564
05/21/15,1,1.9879,1.9158,1.4086,1.5682
05/20/15,1,1.9659,1.8972,1.3972,1.5534
05/19/15,1,1.9432,1.8865,1.3853,1.5488
05/18/15,1,1.9571,1.889,1.3755,1.5666
05/17/15,1,1.9635,1.891,1.3868,1.5709
05/16/15,1,1.9635,1.891,1.3868,1.5709
05/15/15,1,1.9635,1.891,1.3868,1.5709
05/14/15,1,1.9481,1.887,1.3829,1.5792
05/13/15,1,1.9438,1.8729,1.3939,1.5641
05/12/15,1,1.964,1.8889,1.3959,1.5688
05/11/15,1,1.9618,1.8756,1.3897,1.5484
05/10/15,1,1.9479,1.8655,1.3736,1.5413
05/09/15,1,1.9479,1.8655,1.3736,1.5413
05/08/15,1,1.9479,1.8655,1.3736,1.5413
05/07/15,1,1.9106,1.8377,1.3468,1.5226
05/06/15,1,1.9021,1.8285,1.3557,1.5225
05/05/15,1,1.921,1.8286,1.3605,1.5125
05/04/15,1,1.9278,1.8312,1.3552,1.5114
05/03/15,1,1.9487,1.855,1.3761,1.5433
05/02/15,1,1.9487,1.855,1.3761,1.5433
05/01/15,1,1.9487,1.855,1.3761,1.5433
04/30/15,1,1.9487,1.855,1.3761,1.5433
04/29/15,1,1.9218,1.852,1.3965,1.5364
04/28/15,1,1.9234,1.8445,1.3986,1.5283
04/27/15,1,1.9362,1.8368,1.3963,1.511
04/26/15,1,1.9394,1.8324,1.3968,1.5119
04/25/15,1,1.9394,1.8324,1.3968,1.5119
04/24/15,1,1.9394,1.8324,1.3968,1.5119
04/23/15,1,1.9438,1.8368,1.3947,1.5024
04/22/15,1,1.9352,1.8449,1.4027,1.5069
04/21/15,1,1.9231,1.8206,1.3914,1.4888
04/20/15,1,1.9211,1.8259,1.3898,1.4902
04/19/15,1,1.9228,1.8312,1.3891,1.5022
04/18/15,1,1.9228,1.8312,1.3891,1.5022
04/17/15,1,1.9228,1.8312,1.3891,1.5022
04/16/15,1,1.9182,1.8334,1.391,1.4899
04/15/15,1,1.9455,1.8523,1.3951,1.4759
04/14/15,1,1.931,1.8418,1.3856,1.4638
04/13/15,1,1.93,1.8467,1.386,1.4625
04/12/15,1,1.9083,1.8479,1.3805,1.4591
04/11/15,1,1.9083,1.8479,1.3805,1.4591
04/10/15,1,1.9083,1.8479,1.3805,1.4591
04/09/15,1,1.9195,1.8565,1.3759,1.4824
04/08/15,1,1.9381,1.8567,1.3767,1.4953
04/07/15,1,1.9478,1.8615,1.3725,1.4887
04/06/15,1,1.9605,1.8717,1.3669,1.4803
04/05/15,1,1.9605,1.8717,1.3669,1.4803
04/04/15,1,1.9605,1.8717,1.3669,1.4803
04/03/15,1,1.9605,1.8717,1.3669,1.4803
04/02/15,1,1.9605,1.8717,1.3669,1.4803
04/01/15,1,1.9428,1.8712,1.3727,1.4763
03/31/15,1,1.9461,1.8889,1.3749,1.4793
03/30/15,1,1.932,1.8708,1.3646,1.4799
03/29/15,1,1.9101,1.8608,1.3702,1.4875
03/28/15,1,1.9101,1.8608,1.3702,1.4875
03/27/15,1,1.9101,1.8608,1.3702,1.4875
03/26/15,1,1.898,1.8523,1.3567,1.4887
03/25/15,1,1.8907,1.8616,1.3578,1.4915
03/24/15,1,1.8849,1.8585,1.3617,1.491
03/23/15,1,1.9046,1.8676,1.3665,1.4911
03/22/15,1,1.928,1.8822,1.3784,1.4853
03/21/15,1,1.928,1.8822,1.3784,1.4853
03/20/15,1,1.928,1.8822,1.3784,1.4853
03/19/15,1,1.9443,1.8903,1.3922,1.4864
03/18/15,1,1.9227,1.8787,1.3831,1.465
03/17/15,1,1.9326,1.8869,1.389,1.4772
03/16/15,1,1.9348,1.8922,1.4023,1.4804
03/15/15,1,1.9294,1.8821,1.3981,1.4781
03/14/15,1,1.9294,1.8821,1.3981,1.4781
03/13/15,1,1.9294,1.8821,1.3981,1.4781
03/12/15,1,1.942,1.8942,1.4102,1.4967
03/11/15,1,1.9756,1.9092,1.4214,1.5035
03/10/15,1,1.9689,1.9032,1.4029,1.5065
03/09/15,1,1.9542,1.9029,1.3916,1.5113
03/08/15,1,1.9377,1.8928,1.385,1.5184
03/07/15,1,1.9377,1.8928,1.385,1.5184
03/06/15,1,1.9377,1.8928,1.385,1.5184
03/05/15,1,1.959,1.899,1.3791,1.5265
03/04/15,1,1.955,1.9179,1.3776,1.5324
03/03/15,1,1.9637,1.9215,1.3744,1.5349
03/02/15,1,1.9787,1.9228,1.371,1.5392
03/01/15,1,1.9728,1.9229,1.374,1.5444
02/28/15,1,1.9728,1.9229,1.374,1.5444
02/27/15,1,1.9728,1.9229,1.374,1.5444
02/26/15,1,1.9664,1.9329,1.3697,1.5501
02/25/15,1,1.9634,1.9263,1.3646,1.5483
02/24/15,1,1.9892,1.9502,1.3617,1.5425
02/23/15,1,1.9736,1.9391,1.3602,1.5367
02/22/15,1,1.9596,1.9152,1.3609,1.5376
02/21/15,1,1.9596,1.9152,1.3609,1.5376
02/20/15,1,1.9596,1.9152,1.3609,1.5376
02/19/15,1,1.9829,1.9321,1.3552,1.5432
02/18/15,1,1.9802,1.9205,1.3565,1.5426
02/17/15,1,1.963,1.9001,1.3452,1.5355
02/16/15,1,1.9767,1.9143,1.3475,1.5373
02/15/15,1,1.9847,1.9234,1.3512,1.5378
02/14/15,1,1.9847,1.9234,1.3512,1.5378
02/13/15,1,1.9847,1.9234,1.3512,1.5378
02/12/15,1,2.0012,1.929,1.3557,1.5358
02/11/15,1,1.9749,1.9292,1.3521,1.5297
02/10/15,1,1.9571,1.8987,1.3477,1.5225
02/09/15,1,1.9461,1.9007,1.3486,1.5206
02/08/15,1,1.95,1.9063,1.3382,1.5318
02/07/15,1,1.95,1.9063,1.3382,1.5318
02/06/15,1,1.95,1.9063,1.3382,1.5318
02/05/15,1,1.9535,1.9099,1.3365,1.525
02/04/15,1,1.9588,1.8964,1.3305,1.5229
02/03/15,1,1.9629,1.8988,1.3263,1.5089
02/02/15,1,1.9297,1.9043,1.3287,1.5028
02/01/15,1,1.9352,1.9069,1.3314,1.5051
01/31/15,1,1.9352,1.9069,1.3314,1.5051
01/30/15,1,1.9352,1.9069,1.3314,1.5051
01/29/15,1,1.9438,1.8962,1.3373,1.5132
01/28/15,1,1.9065,1.8872,1.3394,1.5194
01/27/15,1,1.9047,1.8849,1.3382,1.513
01/26/15,1,1.8996,1.8705,1.3352,1.5013
01/25/15,1,1.896,1.865,1.3382,1.4985
01/24/15,1,1.896,1.865,1.3382,1.4985
01/23/15,1,1.896,1.865,1.3382,1.4985
01/22/15,1,1.8706,1.8777,1.3082,1.5199
01/21/15,1,1.8398,1.8249,1.3036,1.5113
01/20/15,1,1.8493,1.8214,1.3094,1.5162
01/19/15,1,1.8442,1.8145,1.3048,1.5142
