Date,USD,AUD,CAD,EUR,GBP
03/26/16,1,1.3321,1.3288,0.8965,0.7077
03/25/16,1,1.3321,1.3288,0.8965,0.7077
03/24/16,1,1.3321,1.3288,0.8965,0.7077
03/23/16,1,1.3231,1.3138,0.8952,0.7071
03/22/16,1,1.3156,1.3092,0.8919,0.7027
03/21/16,1,1.3148,1.3045,0.8872,0.6947
03/20/16,1,1.3125,1.2968,0.8866,0.6903
03/19/16,1,1.3125,1.2968,0.8866,0.6903
03/18/16,1,1.3125,1.2968,0.8866,0.6903
03/17/16,1,1.3109,1.2997,0.8841,0.6915
03/16/16,1,1.3477,1.3375,0.9038,0.7116
03/15/16,1,1.3392,1.3351,0.9002,0.7054
03/14/16,1,1.327,1.3254,0.8994,0.6964
03/13/16,1,1.3315,1.3253,0.9017,0.6997
03/12/16,1,1.3315,1.3253,0.9017,0.6997
03/11/16,1,1.3315,1.3253,0.9017,0.6997
03/10/16,1,1.3376,1.3285,0.9211,0.7067
03/09/16,1,1.3351,1.3401,0.9113,0.703
03/08/16,1,1.3415,1.3325,0.9068,0.7037
03/07/16,1,1.349,1.3377,0.913,0.707
03/06/16,1,1.3545,1.3416,0.9116,0.7063
03/05/16,1,1.3545,1.3416,0.9116,0.7063
03/04/16,1,1.3545,1.3416,0.9116,0.7063
03/03/16,1,1.3624,1.3434,0.9173,0.7103
03/02/16,1,1.3826,1.3444,0.9211,0.7131
03/01/16,1,1.3977,1.352,0.9198,0.7156
02/29/16,1,1.4015,1.3563,0.9184,0.7217
02/28/16,1,1.3879,1.3546,0.9086,0.7155
02/27/16,1,1.3879,1.3546,0.9086,0.7155
02/26/16,1,1.3879,1.3546,0.9086,0.7155
02/25/16,1,1.3868,1.3626,0.9069,0.7157
02/24/16,1,1.395,1.3839,0.9107,0.7188
02/23/16,1,1.3817,1.3739,0.9089,0.7088
02/22/16,1,1.3896,1.372,0.9069,0.7096
02/21/16,1,1.4064,1.3765,0.9012,0.7004
02/20/16,1,1.4064,1.3765,0.9012,0.7004
02/19/16,1,1.4064,1.3765,0.9012,0.7004
02/18/16,1,1.3981,1.3685,0.9022,0.696
02/17/16,1,1.4035,1.3817,0.898,0.6989
02/16/16,1,1.3975,1.3819,0.8956,0.6948
02/15/16,1,1.3975,1.3823,0.8945,0.6905
02/14/16,1,1.4103,1.3923,0.8869,0.6894
02/13/16,1,1.4103,1.3923,0.8869,0.6894
02/12/16,1,1.4103,1.3923,0.8869,0.6894
02/11/16,1,1.4117,1.3961,0.8813,0.6939
02/10/16,1,1.4078,1.3859,0.8883,0.6869
02/09/16,1,1.4314,1.3904,0.89,0.6937
02/08/16,1,1.4166,1.3951,0.9008,0.6958
02/07/16,1,1.3911,1.3751,0.8927,0.6872
02/06/16,1,1.3911,1.3751,0.8927,0.6872
02/05/16,1,1.3911,1.3751,0.8927,0.6872
02/04/16,1,1.3873,1.3712,0.8924,0.6835
02/03/16,1,1.4163,1.3934,0.9147,0.689
02/02/16,1,1.4173,1.4005,0.9158,0.6948
02/01/16,1,1.4128,1.4014,0.9188,0.6992
01/31/16,1,1.4092,1.4069,0.9158,0.6997
01/30/16,1,1.4092,1.4069,0.9158,0.6997
01/29/16,1,1.4092,1.4069,0.9158,0.6997
01/28/16,1,1.4142,1.4085,0.9172,0.6991
01/27/16,1,1.42,1.4081,0.9184,0.6977
01/26/16,1,1.4349,1.4221,0.9228,0.7022
01/25/16,1,1.4328,1.4194,0.9246,0.7017
01/24/16,1,1.423,1.4171,0.9252,0.6982
01/23/16,1,1.423,1.4171,0.9252,0.6982
01/22/16,1,1.423,1.4171,0.9252,0.6982
01/21/16,1,1.4463,1.4459,0.918,0.7085
01/20/16,1,1.4592,1.4637,0.9168,0.706
01/19/16,1,1.4421,1.4492,0.9201,0.7037
01/18/16,1,1.4515,1.4506,0.9181,0.7002
01/17/16,1,1.4564,1.4522,0.9163,0.6977
01/16/16,1,1.4564,1.4522,0.9163,0.6977
01/15/16,1,1.4564,1.4522,0.9163,0.6977
01/14/16,1,1.4408,1.4364,0.918,0.695
01/13/16,1,1.425,1.4221,0.9246,0.6936
01/12/16,1,1.4267,1.4184,0.9228,0.6929
01/11/16,1,1.4251,1.4085,0.9184,0.6861
01/10/16,1,1.4267,1.4106,0.9207,0.6861
01/09/16,1,1.4267,1.4106,0.9207,0.6861
01/08/16,1,1.4267,1.4106,0.9207,0.6861
01/07/16,1,1.4308,1.4133,0.9201,0.6859
01/06/16,1,1.4138,1.4091,0.9309,0.6837
01/05/16,1,1.3942,1.3936,0.9306,0.6815
01/04/16,1,1.3904,1.3922,0.9176,0.6773
01/03/16,1,1.3683,1.3884,0.9185,0.6742
01/02/16,1,1.3683,1.3884,0.9185,0.6742
01/01/16,1,1.3683,1.3884,0.9185,0.6742
12/31/15,1,1.3683,1.3884,0.9185,0.6742
12/30/15,1,1.372,1.3885,0.9152,0.6754
12/29/15,1,1.3747,1.3916,0.9131,0.6757
12/28/15,1,1.3765,1.3872,0.9122,0.6708
12/27/15,1,1.377,1.387,0.9135,0.6707
12/26/15,1,1.377,1.387,0.9135,0.6707
12/25/15,1,1.377,1.387,0.9135,0.6707
12/24/15,1,1.377,1.387,0.9135,0.6707
12/23/15,1,1.3847,1.3903,0.9161,0.6715
12/22/15,1,1.3796,1.3917,0.9131,0.6722
12/21/15,1,1.3954,1.3955,0.92,0.6714
12/20/15,1,1.4033,1.3956,0.9228,0.6706
12/19/15,1,1.4033,1.3956,0.9228,0.6706
12/18/15,1,1.4033,1.3956,0.9228,0.6706
12/17/15,1,1.3926,1.3832,0.9224,0.6702
12/16/15,1,1.389,1.3766,0.9147,0.6661
12/15/15,1,1.3831,1.3712,0.9099,0.6599
12/14/15,1,1.3868,1.3754,0.9105,0.661
12/13/15,1,1.3863,1.3664,0.9132,0.6597
12/12/15,1,1.3863,1.3664,0.9132,0.6597
12/11/15,1,1.3863,1.3664,0.9132,0.6597
12/10/15,1,1.3707,1.354,0.9138,0.6612
12/09/15,1,1.3876,1.357,0.914,0.6627
12/08/15,1,1.3884,1.3603,0.9195,0.6686
12/07/15,1,1.3738,1.3461,0.9252,0.664
12/06/15,1,1.3666,1.3337,0.9173,0.6605
12/05/15,1,1.3666,1.3337,0.9173,0.6605
12/04/15,1,1.3666,1.3337,0.9173,0.6605
12/03/15,1,1.3635,1.3319,0.9371,0.6674
12/02/15,1,1.3653,1.3385,0.9423,0.6652
12/01/15,1,1.3717,1.3319,0.9434,0.6638
11/30/15,1,1.3868,1.3369,0.9453,0.6662
11/29/15,1,1.3884,1.3347,0.9452,0.6644
11/28/15,1,1.3884,1.3347,0.9452,0.6644
11/27/15,1,1.3884,1.3347,0.9452,0.6644
11/26/15,1,1.3838,1.3305,0.9423,0.6623
11/25/15,1,1.3793,1.3327,0.9446,0.6629
11/24/15,1,1.3861,1.3359,0.9389,0.663
11/23/15,1,1.3915,1.3378,0.9406,0.6608
11/22/15,1,1.3871,1.3313,0.9356,0.6559
11/21/15,1,1.3871,1.3313,0.9356,0.6559
11/20/15,1,1.3871,1.3313,0.9356,0.6559
11/19/15,1,1.3966,1.329,0.9357,0.6548
11/18/15,1,1.409,1.3335,0.9376,0.6571
11/17/15,1,1.4021,1.3308,0.9372,0.6576
11/16/15,1,1.4091,1.3329,0.9326,0.6582
11/15/15,1,1.4007,1.3305,0.929,0.6569
11/14/15,1,1.4007,1.3305,0.929,0.6569
11/13/15,1,1.4007,1.3305,0.929,0.6569
11/12/15,1,1.4053,1.3326,0.9323,0.6586
11/11/15,1,1.4169,1.3263,0.9332,0.6588
11/10/15,1,1.4181,1.3261,0.9336,0.6614
11/09/15,1,1.4164,1.3256,0.928,0.6627
11/08/15,1,1.3995,1.3201,0.9205,0.6606
11/07/15,1,1.3995,1.3201,0.9205,0.6606
11/06/15,1,1.3995,1.3201,0.9205,0.6606
11/05/15,1,1.3997,1.3158,0.9189,0.6548
11/04/15,1,1.3909,1.307,0.9145,0.6487
11/03/15,1,1.394,1.3125,0.9111,0.6497
11/02/15,1,1.4011,1.3098,0.9065,0.6465
11/01/15,1,1.4109,1.3175,0.9077,0.6519
10/31/15,1,1.4109,1.3175,0.9077,0.6519
10/30/15,1,1.4109,1.3175,0.9077,0.6519
10/29/15,1,1.4132,1.3185,0.9149,0.6557
10/28/15,1,1.4018,1.321,0.9021,0.6539
10/27/15,1,1.3831,1.3219,0.9041,0.6522
10/26/15,1,1.3788,1.3152,0.9082,0.6524
10/25/15,1,1.3759,1.3067,0.9022,0.6492
10/24/15,1,1.3759,1.3067,0.9022,0.6492
10/23/15,1,1.3759,1.3067,0.9022,0.6492
10/22/15,1,1.3871,1.3124,0.8839,0.6465
10/21/15,1,1.3834,1.3003,0.8807,0.6473
10/20/15,1,1.3727,1.3003,0.8793,0.6464
10/19/15,1,1.3748,1.2945,0.8824,0.6456
10/18/15,1,1.378,1.2927,0.8803,0.6475
10/17/15,1,1.378,1.2927,0.8803,0.6475
10/16/15,1,1.378,1.2927,0.8803,0.6475
10/15/15,1,1.3648,1.29,0.8742,0.6466
10/14/15,1,1.3779,1.2985,0.8764,0.6501
10/13/15,1,1.3702,1.3047,0.8792,0.6576
10/12/15,1,1.3566,1.2927,0.8793,0.6508
10/11/15,1,1.3644,1.2936,0.8801,0.6519
10/10/15,1,1.3644,1.2936,0.8801,0.6519
10/09/15,1,1.3644,1.2936,0.8801,0.6519
10/08/15,1,1.3919,1.3047,0.8886,0.6545
10/07/15,1,1.3835,1.3003,0.8876,0.6531
10/06/15,1,1.406,1.3098,0.8909,0.6592
10/05/15,1,1.4109,1.3114,0.89,0.6588
10/04/15,1,1.422,1.3239,0.8961,0.6593
10/03/15,1,1.422,1.3239,0.8961,0.6593
10/02/15,1,1.422,1.3239,0.8961,0.6593
10/01/15,1,1.4146,1.3269,0.8966,0.6605
09/30/15,1,1.4227,1.342,0.8926,0.6592
09/29/15,1,1.4289,1.3388,0.8925,0.6597
09/28/15,1,1.4295,1.3358,0.8953,0.6582
09/27/15,1,1.4254,1.3313,0.8968,0.6589
09/26/15,1,1.4254,1.3313,0.8968,0.6589
09/25/15,1,1.4254,1.3313,0.8968,0.6589
09/24/15,1,1.4364,1.3379,0.8896,0.6571
09/23/15,1,1.4182,1.3265,0.8969,0.6544
09/22/15,1,1.4103,1.3271,0.8965,0.6475
09/21/15,1,1.3949,1.3183,0.8889,0.6438
09/20/15,1,1.3757,1.3027,0.8757,0.6391
09/19/15,1,1.3757,1.3027,0.8757,0.6391
09/18/15,1,1.3757,1.3027,0.8757,0.6391
09/17/15,1,1.3946,1.3194,0.884,0.6441
09/16/15,1,1.3962,1.325,0.8906,0.6472
09/15/15,1,1.4033,1.3237,0.8834,0.6489
09/14/15,1,1.4042,1.3253,0.8846,0.6487
09/13/15,1,1.416,1.3263,0.8875,0.6484
09/12/15,1,1.416,1.3263,0.8875,0.6484
09/11/15,1,1.416,1.3263,0.8875,0.6484
09/10/15,1,1.4154,1.3252,0.8941,0.6496
09/09/15,1,1.4238,1.3248,0.8977,0.651
09/08/15,1,1.4313,1.3221,0.8959,0.649
09/07/15,1,1.4411,1.328,0.8972,0.6553
09/06/15,1,1.4319,1.323,0.8978,0.6568
09/05/15,1,1.4319,1.323,0.8978,0.6568
09/04/15,1,1.4319,1.323,0.8978,0.6568
09/03/15,1,1.428,1.3263,0.8906,0.6541
09/02/15,1,1.427,1.3255,0.8885,0.6547
09/01/15,1,1.4201,1.3222,0.89,0.6522
08/31/15,1,1.4046,1.3253,0.8917,0.6487
08/30/15,1,1.4012,1.3271,0.8875,0.6497
08/29/15,1,1.4012,1.3271,0.8875,0.6497
08/28/15,1,1.4012,1.3271,0.8875,0.6497
08/27/15,1,1.3993,1.3226,0.8862,0.648
08/26/15,1,1.4,1.3265,0.877,0.6415
08/25/15,1,1.3851,1.3194,0.8691,0.6336
08/24/15,1,1.3832,1.3252,0.8698,0.6351
08/23/15,1,1.3637,1.3108,0.8864,0.6381
08/22/15,1,1.3637,1.3108,0.8864,0.6381
08/21/15,1,1.3637,1.3108,0.8864,0.6381
08/20/15,1,1.367,1.3126,0.8942,0.6383
08/19/15,1,1.3609,1.307,0.9057,0.6384
08/18/15,1,1.3621,1.3105,0.9042,0.6367
08/17/15,1,1.36,1.3136,0.9009,0.6401
08/16/15,1,1.3537,1.3044,0.8952,0.6396
08/15/15,1,1.3537,1.3044,0.8952,0.6396
08/14/15,1,1.3537,1.3044,0.8952,0.6396
08/13/15,1,1.3611,1.3012,0.9002,0.6397
08/12/15,1,1.3562,1.2969,0.8965,0.6409
08/11/15,1,1.3652,1.3075,0.9046,0.6412
08/10/15,1,1.358,1.3131,0.9124,0.6452
08/09/15,1,1.3535,1.3082,0.914,0.6445
08/08/15,1,1.3535,1.3082,0.914,0.6445
08/07/15,1,1.3535,1.3082,0.914,0.6445
08/06/15,1,1.3642,1.3168,0.9187,0.6444
08/05/15,1,1.3558,1.3171,0.9189,0.6398
08/04/15,1,1.3516,1.313,0.9113,0.6404
08/03/15,1,1.3762,1.3153,0.9132,0.6418
08/02/15,1,1.3805,1.3048,0.9118,0.642
08/01/15,1,1.3805,1.3048,0.9118,0.642
07/31/15,1,1.3805,1.3048,0.9118,0.642
07/30/15,1,1.3752,1.298,0.9128,0.6399
07/29/15,1,1.3691,1.2955,0.9066,0.6394
07/28/15,1,1.3686,1.3014,0.907,0.6416
07/27/15,1,1.3731,1.303,0.9043,0.6445
07/26/15,1,1.3765,1.3091,0.9142,0.6462
07/25/15,1,1.3765,1.3091,0.9142,0.6462
07/24/15,1,1.3765,1.3091,0.9142,0.6462
07/23/15,1,1.3496,1.2975,0.9092,0.6404
07/22/15,1,1.3543,1.2995,0.9173,0.6404
07/21/15,1,1.357,1.2992,0.9202,0.643
07/20/15,1,1.3549,1.2985,0.9215,0.6424
07/19/15,1,1.3511,1.2978,0.9184,0.6413
07/18/15,1,1.3511,1.2978,0.9184,0.6413
07/17/15,1,1.3511,1.2978,0.9184,0.6413
07/16/15,1,1.3539,1.2947,0.9202,0.6424
07/15/15,1,1.3401,1.2744,0.9083,0.6399
07/14/15,1,1.3442,1.276,0.9065,0.6422
07/13/15,1,1.3462,1.2721,0.9051,0.6439
07/12/15,1,1.3388,1.2706,0.8941,0.6444
07/11/15,1,1.3388,1.2706,0.8941,0.6444
07/10/15,1,1.3388,1.2706,0.8941,0.6444
07/09/15,1,1.3403,1.2685,0.9046,0.6492
07/08/15,1,1.3485,1.2743,0.9071,0.6507
07/07/15,1,1.3468,1.2739,0.9148,0.6474
07/06/15,1,1.3343,1.264,0.9084,0.6432
07/05/15,1,1.329,1.2582,0.9012,0.6401
07/04/15,1,1.329,1.2582,0.9012,0.6401
07/03/15,1,1.329,1.2582,0.9012,0.6401
07/02/15,1,1.3169,1.2618,0.9037,0.6419
07/01/15,1,1.3025,1.2524,0.9009,0.6388
06/30/15,1,1.3004,1.2368,0.8937,0.6358
06/29/15,1,1.3048,1.2374,0.8982,0.6364
06/28/15,1,1.3061,1.2365,0.8927,0.6359
06/27/15,1,1.3061,1.2365,0.8927,0.6359
06/26/15,1,1.3061,1.2365,0.8927,0.6359
06/25/15,1,1.2919,1.2384,0.8924,0.6359
06/24/15,1,1.2907,1.2301,0.8918,0.6348
06/23/15,1,1.2976,1.2339,0.8925,0.6338
06/22/15,1,1.2883,1.2234,0.8814,0.6319
06/21/15,1,1.2914,1.2271,0.885,0.6314
06/20/15,1,1.2914,1.2271,0.885,0.6314
06/19/15,1,1.2914,1.2271,0.885,0.6314
06/18/15,1,1.2776,1.216,0.8769,0.6285
06/17/15,1,1.3028,1.2312,0.8866,0.6357
06/16/15,1,1.2913,1.2343,0.8917,0.6404
06/15/15,1,1.2895,1.2342,0.8914,0.6449
06/14/15,1,1.2977,1.2303,0.8913,0.6457
06/13/15,1,1.2977,1.2303,0.8913,0.6457
06/12/15,1,1.2977,1.2303,0.8913,0.6457
06/11/15,1,1.2939,1.2321,0.8903,0.6469
06/10/15,1,1.2919,1.2236,0.8866,0.6458
06/09/15,1,1.2984,1.2347,0.889,0.6537
06/08/15,1,1.3094,1.2434,0.8959,0.6556
06/07/15,1,1.2956,1.25,0.8914,0.6523
06/06/15,1,1.2956,1.25,0.8914,0.6523
06/05/15,1,1.2956,1.25,0.8914,0.6523
06/04/15,1,1.2917,1.2449,0.8836,0.6498
06/03/15,1,1.2862,1.2445,0.8981,0.6534
06/02/15,1,1.3004,1.2498,0.9067,0.6567
06/01/15,1,1.3104,1.2494,0.9137,0.6572
05/31/15,1,1.307,1.2443,0.9116,0.6554
05/30/15,1,1.307,1.2443,0.9116,0.6554
05/29/15,1,1.307,1.2443,0.9116,0.6554
05/28/15,1,1.3094,1.2476,0.9178,0.6538
05/27/15,1,1.297,1.2456,0.9206,0.6508
05/26/15,1,1.2832,1.2374,0.9152,0.6495
05/25/15,1,1.2774,1.2294,0.9109,0.6467
05/24/15,1,1.2686,1.22,0.8957,0.6394
05/23/15,1,1.2686,1.22,0.8957,0.6394
05/22/15,1,1.2686,1.22,0.8957,0.6394
05/21/15,1,1.2676,1.2216,0.8982,0.6377
05/20/15,1,1.2655,1.2213,0.8994,0.6437
05/19/15,1,1.2547,1.2181,0.8945,0.6457
05/18/15,1,1.2493,1.2058,0.878,0.6383
05/17/15,1,1.2499,1.2037,0.8828,0.6366
05/16/15,1,1.2499,1.2037,0.8828,0.6366
05/15/15,1,1.2499,1.2037,0.8828,0.6366
05/14/15,1,1.2336,1.1949,0.8757,0.6332
05/13/15,1,1.2428,1.1974,0.8912,0.6393
05/12/15,1,1.2519,1.204,0.8898,0.6374
05/11/15,1,1.267,1.2114,0.8975,0.6458
05/10/15,1,1.2638,1.2103,0.8912,0.6488
05/09/15,1,1.2638,1.2103,0.8912,0.6488
05/08/15,1,1.2638,1.2103,0.8912,0.6488
05/07/15,1,1.2548,1.207,0.8846,0.6568
05/06/15,1,1.2493,1.201,0.8905,0.6568
05/05/15,1,1.27,1.209,0.8995,0.6611
05/04/15,1,1.2756,1.2116,0.8967,0.6617
05/03/15,1,1.2627,1.202,0.8917,0.648
05/02/15,1,1.2627,1.202,0.8917,0.648
05/01/15,1,1.2627,1.202,0.8917,0.648
04/30/15,1,1.2627,1.202,0.8917,0.648
04/29/15,1,1.2509,1.2054,0.9089,0.6509
04/28/15,1,1.2585,1.2069,0.9152,0.6543
04/27/15,1,1.2814,1.2156,0.924,0.6618
04/26/15,1,1.2827,1.2119,0.9239,0.6614
04/25/15,1,1.2827,1.2119,0.9239,0.6614
04/24/15,1,1.2827,1.2119,0.9239,0.6614
04/23/15,1,1.2938,1.2226,0.9283,0.6656
04/22/15,1,1.2842,1.2242,0.9308,0.6636
04/21/15,1,1.2917,1.2229,0.9346,0.6717
04/20/15,1,1.2891,1.2252,0.9326,0.671
04/19/15,1,1.28,1.2191,0.9247,0.6657
04/18/15,1,1.28,1.2191,0.9247,0.6657
04/17/15,1,1.28,1.2191,0.9247,0.6657
04/16/15,1,1.2875,1.2305,0.9336,0.6712
04/15/15,1,1.3182,1.255,0.9453,0.6776
04/14/15,1,1.3192,1.2582,0.9466,0.6832
04/13/15,1,1.3197,1.2627,0.9477,0.6838
04/12/15,1,1.3079,1.2664,0.9461,0.6853
04/11/15,1,1.3079,1.2664,0.9461,0.6853
04/10/15,1,1.3079,1.2664,0.9461,0.6853
04/09/15,1,1.2949,1.2524,0.9282,0.6746
04/08/15,1,1.2961,1.2417,0.9206,0.6688
04/07/15,1,1.3084,1.2504,0.9219,0.6717
04/06/15,1,1.3244,1.2644,0.9234,0.6755
04/05/15,1,1.3244,1.2644,0.9234,0.6755
04/04/15,1,1.3244,1.2644,0.9234,0.6755
04/03/15,1,1.3244,1.2644,0.9234,0.6755
04/02/15,1,1.3244,1.2644,0.9234,0.6755
04/01/15,1,1.3159,1.2675,0.9298,0.6774
03/31/15,1,1.3155,1.2769,0.9295,0.676
03/30/15,1,1.3055,1.2641,0.9221,0.6757
03/29/15,1,1.2841,1.2509,0.9211,0.6723
03/28/15,1,1.2841,1.2509,0.9211,0.6723
03/27/15,1,1.2841,1.2509,0.9211,0.6723
03/26/15,1,1.2749,1.2442,0.9113,0.6717
03/25/15,1,1.2676,1.2482,0.9103,0.6705
03/24/15,1,1.2642,1.2465,0.9132,0.6707
03/23/15,1,1.2773,1.2525,0.9164,0.6706
03/22/15,1,1.2981,1.2672,0.928,0.6733
03/21/15,1,1.2981,1.2672,0.928,0.6733
03/20/15,1,1.2981,1.2672,0.928,0.6733
03/19/15,1,1.308,1.2717,0.9366,0.6728
03/18/15,1,1.3124,1.2824,0.9441,0.6826
03/17/15,1,1.3083,1.2774,0.9403,0.677
03/16/15,1,1.3069,1.2781,0.9472,0.6755
03/15/15,1,1.3053,1.2734,0.9459,0.6766
03/14/15,1,1.3053,1.2734,0.9459,0.6766
03/13/15,1,1.3053,1.2734,0.9459,0.6766
03/12/15,1,1.2976,1.2656,0.9422,0.6681
03/11/15,1,1.314,1.2698,0.9454,0.6651
03/10/15,1,1.3069,1.2634,0.9313,0.6638
03/09/15,1,1.2931,1.2591,0.9208,0.6617
03/08/15,1,1.2761,1.2466,0.9122,0.6586
03/07/15,1,1.2761,1.2466,0.9122,0.6586
03/06/15,1,1.2761,1.2466,0.9122,0.6586
03/05/15,1,1.2833,1.244,0.9034,0.6551
03/04/15,1,1.2757,1.2515,0.899,0.6526
03/03/15,1,1.2794,1.2519,0.8954,0.6515
03/02/15,1,1.2856,1.2492,0.8907,0.6497
03/01/15,1,1.2774,1.2451,0.8897,0.6475
02/28/15,1,1.2774,1.2451,0.8897,0.6475
02/27/15,1,1.2774,1.2451,0.8897,0.6475
02/26/15,1,1.2686,1.247,0.8836,0.6451
02/25/15,1,1.2681,1.2441,0.8814,0.6459
02/24/15,1,1.2896,1.2643,0.8828,0.6483
02/23/15,1,1.2843,1.2618,0.8851,0.6507
02/22/15,1,1.2745,1.2456,0.8851,0.6504
02/21/15,1,1.2745,1.2456,0.8851,0.6504
02/20/15,1,1.2745,1.2456,0.8851,0.6504
02/19/15,1,1.285,1.252,0.8782,0.648
02/18/15,1,1.2837,1.245,0.8794,0.6483
02/17/15,1,1.2784,1.2374,0.876,0.6512
02/16/15,1,1.2859,1.2453,0.8766,0.6505
02/15/15,1,1.2907,1.2508,0.8787,0.6503
02/14/15,1,1.2907,1.2508,0.8787,0.6503
02/13/15,1,1.2907,1.2508,0.8787,0.6503
02/12/15,1,1.3031,1.256,0.8828,0.6511
02/11/15,1,1.291,1.2611,0.8839,0.6537
02/10/15,1,1.2855,1.2471,0.8852,0.6568
02/09/15,1,1.2798,1.25,0.8869,0.6576
02/08/15,1,1.273,1.2445,0.8736,0.6528
02/07/15,1,1.273,1.2445,0.8736,0.6528
02/06/15,1,1.273,1.2445,0.8736,0.6528
02/05/15,1,1.281,1.2524,0.8764,0.6557
02/04/15,1,1.2862,1.2452,0.8737,0.6566
02/03/15,1,1.3009,1.2584,0.879,0.6628
02/02/15,1,1.2841,1.2672,0.8842,0.6654
02/01/15,1,1.2857,1.267,0.8846,0.6644
01/31/15,1,1.2857,1.267,0.8846,0.6644
01/30/15,1,1.2857,1.267,0.8846,0.6644
01/29/15,1,1.2846,1.2531,0.8838,0.6608
01/28/15,1,1.2548,1.2421,0.8815,0.6581
01/27/15,1,1.2589,1.2458,0.8845,0.6609
01/26/15,1,1.2653,1.2459,0.8894,0.6661
01/25/15,1,1.2653,1.2446,0.893,0.6674
01/24/15,1,1.2653,1.2446,0.893,0.6674
01/23/15,1,1.2653,1.2446,0.893,0.6674
01/22/15,1,1.2308,1.2354,0.8607,0.6579
01/21/15,1,1.2174,1.2075,0.8626,0.6617
01/20/15,1,1.2197,1.2013,0.8636,0.6596
01/19/15,1,1.2179,1.1983,0.8617,0.6604
01/18/15,1,1.2179,1.2035,0.863,0.659
01/17/15,1,1.2179,1.2035,0.863,0.659
01/16/15,1,1.2179,1.2035,0.863,0.659
01/15/15,1,1.208,1.1834,0.8541,0.6553
01/14/15,1,1.2291,1.1965,0.8493,0.6584
01/13/15,1,1.2257,1.1966,0.8488,0.6592
01/12/15,1,1.2282,1.1897,0.8472,0.66
01/11/15,1,1.228,1.182,0.8465,0.6602
01/10/15,1,1.228,1.182,0.8465,0.6602
01/09/15,1,1.228,1.182,0.8465,0.6602
01/08/15,1,1.2337,1.1816,0.8498,0.6637
01/07/15,1,1.2391,1.183,0.8452,0.6612
01/06/15,1,1.2288,1.1763,0.8393,0.6582
01/05/15,1,1.2384,1.1784,0.8393,0.6569
01/04/15,1,1.2323,1.1682,0.8304,0.6477
01/03/15,1,1.2323,1.1682,0.8304,0.6477
01/02/15,1,1.2323,1.1682,0.8304,0.6477
01/01/15,1,1.2214,1.1583,0.8237,0.6415
12/31/14,1,1.2214,1.1583,0.8237,0.6415
12/30/14,1,1.2235,1.1622,0.8224,0.6433
12/29/14,1,1.2269,1.1628,0.8199,0.6429
12/28/14,1,1.2319,1.1592,0.8184,0.6437
12/27/14,1,1.2319,1.1592,0.8184,0.6437
12/26/14,1,1.2319,1.1592,0.8184,0.6437
12/25/14,1,1.2319,1.1592,0.8184,0.6437
12/24/14,1,1.2319,1.1592,0.8184,0.6437
12/23/14,1,1.2304,1.1638,0.8188,0.6441
12/22/14,1,1.2282,1.163,0.8157,0.6403
12/21/14,1,1.2226,1.1596,0.8144,0.6391
12/20/14,1,1.2226,1.1596,0.8144,0.6391
12/19/14,1,1.2226,1.1596,0.8144,0.6391
12/18/14,1,1.2214,1.1598,0.814,0.6402
12/17/14,1,1.2213,1.1634,0.8033,0.6372
12/16/14,1,1.2129,1.1655,0.7976,0.6353
12/15/14,1,1.2174,1.1594,0.8048,0.6387
12/14/14,1,1.2093,1.158,0.8032,0.6365
12/13/14,1,1.2093,1.158,0.8032,0.6365
12/12/14,1,1.2093,1.158,0.8032,0.6365
12/11/14,1,1.2115,1.1491,0.8046,0.6378
12/10/14,1,1.198,1.1448,0.807,0.6373
12/09/14,1,1.2049,1.1453,0.8085,0.6388
12/08/14,1,1.2065,1.1443,0.8158,0.64
12/07/14,1,1.1944,1.1394,0.8089,0.6375
12/06/14,1,1.1944,1.1394,0.8089,0.6375
12/05/14,1,1.1944,1.1394,0.8089,0.6375
12/04/14,1,1.1934,1.137,0.8123,0.6385
12/03/14,1,1.1856,1.1381,0.811,0.6376
12/02/14,1,1.1848,1.1369,0.8049,0.6388
12/01/14,1,1.1774,1.1399,0.802,0.6357
11/30/14,1,1.1734,1.1397,0.8011,0.6371
11/29/14,1,1.1734,1.1397,0.8011,0.6371
11/28/14,1,1.1734,1.1397,0.8011,0.6371
11/27/14,1,1.1667,1.1249,0.8013,0.6346
11/26/14,1,1.1757,1.1268,0.8016,0.634
11/25/14,1,1.1722,1.1271,0.8049,0.6382
11/24/14,1,1.1593,1.125,0.8058,0.6379
11/23/14,1,1.1477,1.126,0.805,0.6377
11/22/14,1,1.1477,1.126,0.805,0.6377
11/21/14,1,1.1477,1.126,0.805,0.6377
11/20/14,1,1.1616,1.1325,0.7975,0.6371
11/19/14,1,1.1577,1.1349,0.7978,0.6379
11/18/14,1,1.1461,1.1291,0.7991,0.6388
11/17/14,1,1.1453,1.131,0.8003,0.6393
11/16/14,1,1.1528,1.1382,0.8041,0.6388
11/15/14,1,1.1528,1.1382,0.8041,0.6388
11/14/14,1,1.1528,1.1382,0.8041,0.6388
11/13/14,1,1.1443,1.1329,0.8028,0.6352
11/12/14,1,1.1485,1.1317,0.8021,0.6321
11/11/14,1,1.1579,1.1389,0.8049,0.6307
11/10/14,1,1.1538,1.1312,0.8009,0.6289
11/09/14,1,1.1634,1.1432,0.8069,0.6321
11/08/14,1,1.1634,1.1432,0.8069,0.6321
11/07/14,1,1.1634,1.1432,0.8069,0.6321
