Date,EUR,AUD,CAD,GBP,USD
10/02/17,1,1.5036,1.4693,0.8842,1.1744
10/01/17,1,1.5075,1.4687,0.8818,1.1806
09/30/17,1,1.5075,1.4687,0.8818,1.1806
09/29/17,1,1.5075,1.4687,0.8818,1.1806
09/28/17,1,1.5054,1.4684,0.8764,1.1778
09/27/17,1,1.4954,1.4554,0.8757,1.1741
09/26/17,1,1.4944,1.4605,0.8778,1.1787
09/25/17,1,1.4917,1.463,0.8794,1.1867
09/24/17,1,1.5011,1.4675,0.8816,1.1961
09/23/17,1,1.5011,1.4675,0.8816,1.1961
09/22/17,1,1.5011,1.4675,0.8816,1.1961
09/21/17,1,1.5002,1.4712,0.8824,1.1905
09/20/17,1,1.4891,1.4701,0.8868,1.2007
09/19/17,1,1.4969,1.4714,0.8862,1.1972
09/18/17,1,1.4947,1.4581,0.8825,1.1948
09/17/17,1,1.4911,1.452,0.8804,1.1963
09/16/17,1,1.4911,1.452,0.8804,1.1963
09/15/17,1,1.4911,1.452,0.8804,1.1963
09/14/17,1,1.4877,1.4501,0.8912,1.1885
09/13/17,1,1.4909,1.4542,0.9024,1.1979
09/12/17,1,1.4847,1.4477,0.8988,1.1933
09/11/17,1,1.4915,1.4541,0.9078,1.1997
09/10/17,1,1.4881,1.4577,0.9127,1.206
09/09/17,1,1.4881,1.4577,0.9127,1.206
09/08/17,1,1.4881,1.4577,0.9127,1.206
09/07/17,1,1.4926,1.4587,0.914,1.1971
09/06/17,1,1.4961,1.4787,0.9143,1.1931
09/05/17,1,1.4902,1.4732,0.9174,1.189
09/04/17,1,1.496,1.4774,0.9186,1.1905
09/03/17,1,1.5021,1.483,0.9208,1.192
09/02/17,1,1.5021,1.483,0.9208,1.192
09/01/17,1,1.5021,1.483,0.9208,1.192
08/31/17,1,1.5016,1.497,0.9197,1.1825
08/30/17,1,1.5016,1.4961,0.9225,1.1916
08/29/17,1,1.5111,1.5037,0.9297,1.2048
08/28/17,1,1.5008,1.4866,0.9233,1.1925
08/27/17,1,1.4919,1.4769,0.9208,1.1808
08/26/17,1,1.4919,1.4769,0.9208,1.1808
08/25/17,1,1.4919,1.4769,0.9208,1.1808
08/24/17,1,1.4951,1.4784,0.92,1.1806
08/23/17,1,1.4936,1.4848,0.9213,1.1799
08/22/17,1,1.4887,1.4806,0.9171,1.1771
08/21/17,1,1.4831,1.4815,0.9132,1.1761
08/20/17,1,1.483,1.4859,0.9119,1.174
08/19/17,1,1.483,1.4859,0.9119,1.174
08/18/17,1,1.483,1.4859,0.9119,1.174
08/17/17,1,1.4756,1.4767,0.909,1.1697
08/16/17,1,1.4903,1.4908,0.9099,1.171
08/15/17,1,1.498,1.496,0.9115,1.1744
08/14/17,1,1.4986,1.4975,0.9094,1.1797
08/13/17,1,1.4962,1.4956,0.9065,1.1765
08/12/17,1,1.4962,1.4956,0.9065,1.1765
08/11/17,1,1.4962,1.4956,0.9065,1.1765
08/10/17,1,1.4888,1.4923,0.903,1.1732
08/09/17,1,1.4879,1.4875,0.9034,1.1731
08/08/17,1,1.4882,1.4959,0.9068,1.1814
08/07/17,1,1.4909,1.4959,0.9044,1.1797
08/06/17,1,1.4888,1.492,0.9028,1.1868
08/05/17,1,1.4888,1.492,0.9028,1.1868
08/04/17,1,1.4888,1.492,0.9028,1.1868
08/03/17,1,1.4943,1.4951,0.9032,1.186
08/02/17,1,1.4847,1.4841,0.8943,1.1829
08/01/17,1,1.4813,1.4737,0.8944,1.1812
07/31/17,1,1.4713,1.4625,0.8942,1.1727
07/30/17,1,1.4732,1.4712,0.8957,1.1729
07/29/17,1,1.4732,1.4712,0.8957,1.1729
07/28/17,1,1.4732,1.4712,0.8957,1.1729
07/27/17,1,1.4617,1.4603,0.8898,1.1694
07/26/17,1,1.4717,1.4576,0.8928,1.1644
07/25/17,1,1.4693,1.4608,0.894,1.1694
07/24/17,1,1.4661,1.4584,0.8935,1.1648
07/23/17,1,1.4699,1.4664,0.8961,1.1642
07/22/17,1,1.4699,1.4664,0.8961,1.1642
07/21/17,1,1.4699,1.4664,0.8961,1.1642
07/20/17,1,1.451,1.4487,0.8872,1.1485
07/19/17,1,1.4532,1.454,0.8849,1.1533
07/18/17,1,1.4565,1.4548,0.8878,1.1555
07/17/17,1,1.4637,1.4502,0.8776,1.1462
07/16/17,1,1.471,1.4524,0.8798,1.1415
07/15/17,1,1.471,1.4524,0.8798,1.1415
07/14/17,1,1.471,1.4524,0.8798,1.1415
07/13/17,1,1.477,1.4564,0.8822,1.1417
07/12/17,1,1.4966,1.4808,0.8893,1.1449
07/11/17,1,1.4988,1.4718,0.8832,1.1405
07/10/17,1,1.4999,1.4703,0.8844,1.1387
07/09/17,1,1.5006,1.4806,0.8849,1.1412
07/08/17,1,1.5006,1.4806,0.8849,1.1412
07/07/17,1,1.5006,1.4806,0.8849,1.1412
07/06/17,1,1.5008,1.4728,0.8801,1.1385
07/05/17,1,1.4916,1.4682,0.8774,1.1329
07/04/17,1,1.4922,1.473,0.8781,1.1353
07/03/17,1,1.4848,1.4755,0.8771,1.1369
07/02/17,1,1.4851,1.4785,0.8793,1.1412
07/01/17,1,1.4851,1.4785,0.8793,1.1412
06/30/17,1,1.4851,1.4785,0.8793,1.1412
06/29/17,1,1.4868,1.4867,0.8799,1.1413
06/28/17,1,1.4986,1.4888,0.8853,1.1375
06/27/17,1,1.4819,1.4895,0.8837,1.1278
06/26/17,1,1.4771,1.4812,0.8783,1.1187
06/25/17,1,1.4764,1.4783,0.8781,1.1173
06/24/17,1,1.4764,1.4783,0.8781,1.1173
06/23/17,1,1.4764,1.4783,0.8781,1.1173
06/22/17,1,1.4812,1.4853,0.8817,1.1169
06/21/17,1,1.4738,1.4803,0.8781,1.1147
06/20/17,1,1.4674,1.4812,0.8814,1.1156
06/19/17,1,1.4705,1.4827,0.8752,1.1199
06/18/17,1,1.4683,1.4766,0.8745,1.1167
06/17/17,1,1.4683,1.4766,0.8745,1.1167
06/16/17,1,1.4683,1.4766,0.8745,1.1167
06/15/17,1,1.4722,1.4826,0.8764,1.1166
06/14/17,1,1.4778,1.4796,0.8796,1.1203
06/13/17,1,1.488,1.4892,0.8808,1.1217
06/12/17,1,1.4875,1.5078,0.8855,1.1221
06/11/17,1,1.4837,1.5098,0.8764,1.1176
06/10/17,1,1.4837,1.5098,0.8764,1.1176
06/09/17,1,1.4837,1.5098,0.8764,1.1176
06/08/17,1,1.4894,1.5175,0.8676,1.1229
06/07/17,1,1.4845,1.5085,0.8691,1.1217
06/06/17,1,1.504,1.517,0.8723,1.1258
06/05/17,1,1.504,1.5174,0.8713,1.1249
06/04/17,1,1.5173,1.5169,0.8727,1.1217
06/03/17,1,1.5173,1.5169,0.8727,1.1217
06/02/17,1,1.5173,1.5169,0.8727,1.1217
06/01/17,1,1.5182,1.5155,0.8723,1.1219
05/31/17,1,1.5054,1.5108,0.8737,1.1221
05/30/17,1,1.4992,1.5048,0.8679,1.1173
05/29/17,1,1.5045,1.5053,0.8709,1.1188
05/28/17,1,1.5038,1.5077,0.8719,1.1196
05/27/17,1,1.5038,1.5077,0.8719,1.1196
05/26/17,1,1.5038,1.5077,0.8719,1.1196
05/25/17,1,1.5022,1.5063,0.8653,1.1214
05/24/17,1,1.497,1.5109,0.8634,1.1193
05/23/17,1,1.4939,1.5104,0.8646,1.1215
05/22/17,1,1.5049,1.5174,0.8635,1.1243
05/21/17,1,1.5031,1.5169,0.8591,1.1179
05/20/17,1,1.5031,1.5169,0.8591,1.1179
05/19/17,1,1.5031,1.5169,0.8591,1.1179
05/18/17,1,1.4957,1.5183,0.8536,1.1129
05/17/17,1,1.5014,1.5136,0.8575,1.1117
05/16/17,1,1.492,1.5058,0.8587,1.1059
05/15/17,1,1.4741,1.4931,0.8493,1.0972
05/14/17,1,1.4731,1.4941,0.8459,1.0876
05/13/17,1,1.4731,1.4941,0.8459,1.0876
05/12/17,1,1.4731,1.4941,0.8459,1.0876
05/11/17,1,1.4737,1.4906,0.8449,1.086
05/10/17,1,1.474,1.4905,0.8399,1.0882
05/09/17,1,1.4809,1.4921,0.843,1.0888
05/08/17,1,1.4791,1.4986,0.8447,1.0938
05/07/17,1,1.4832,1.5094,0.8471,1.0961
05/06/17,1,1.4832,1.5094,0.8471,1.0961
05/05/17,1,1.4832,1.5094,0.8471,1.0961
05/04/17,1,1.4773,1.501,0.8477,1.0927
05/03/17,1,1.4615,1.499,0.8444,1.0919
05/02/17,1,1.4518,1.4928,0.8452,1.0915
05/01/17,1,1.4629,1.4914,0.8447,1.093
04/30/17,1,1.4629,1.4914,0.8447,1.093
04/29/17,1,1.4629,1.4914,0.8447,1.093
04/28/17,1,1.4629,1.4914,0.8447,1.093
04/27/17,1,1.4576,1.4783,0.8442,1.0881
04/26/17,1,1.4559,1.4792,0.849,1.0893
04/25/17,1,1.4454,1.479,0.8493,1.0891
04/24/17,1,1.433,1.457,0.8483,1.0848
04/23/17,1,1.4219,1.4413,0.8372,1.0698
04/22/17,1,1.4219,1.4413,0.8372,1.0698
04/21/17,1,1.4219,1.4413,0.8372,1.0698
04/20/17,1,1.4278,1.4494,0.8392,1.0745
04/19/17,1,1.4255,1.4415,0.8343,1.0725
04/18/17,1,1.4155,1.4273,0.8438,1.0682
04/17/17,1,1.4027,1.4069,0.8476,1.063
04/16/17,1,1.4027,1.4069,0.8476,1.063
04/15/17,1,1.4027,1.4069,0.8476,1.063
04/14/17,1,1.4027,1.4069,0.8476,1.063
04/13/17,1,1.4027,1.4069,0.8476,1.063
04/12/17,1,1.4163,1.4114,0.8484,1.0605
04/11/17,1,1.4137,1.4139,0.8533,1.0616
04/10/17,1,1.412,1.4155,0.8534,1.0578
04/09/17,1,1.4123,1.4256,0.8557,1.063
04/08/17,1,1.4123,1.4256,0.8557,1.063
04/07/17,1,1.4123,1.4256,0.8557,1.063
04/06/17,1,1.4103,1.4322,0.8559,1.0666
04/05/17,1,1.4085,1.4291,0.8551,1.0678
04/04/17,1,1.4109,1.432,0.8562,1.0651
04/03/17,1,1.4012,1.4229,0.8526,1.0661
04/02/17,1,1.3982,1.4265,0.8555,1.0691
04/01/17,1,1.3982,1.4265,0.8555,1.0691
03/31/17,1,1.3982,1.4265,0.8555,1.0691
03/30/17,1,1.3988,1.432,0.8618,1.0737
03/29/17,1,1.406,1.438,0.8639,1.0748
03/28/17,1,1.4281,1.4546,0.8646,1.0859
03/27/17,1,1.4261,1.4536,0.864,1.0889
03/26/17,1,1.4182,1.4448,0.866,1.0805
03/25/17,1,1.4182,1.4448,0.866,1.0805
03/24/17,1,1.4182,1.4448,0.866,1.0805
03/23/17,1,1.4132,1.4387,0.8627,1.0786
03/22/17,1,1.4086,1.4458,0.8679,1.0807
03/21/17,1,1.3969,1.4349,0.8675,1.0802
03/20/17,1,1.3922,1.4359,0.8679,1.0752
03/19/17,1,1.394,1.4296,0.8687,1.0737
03/18/17,1,1.394,1.4296,0.8687,1.0737
03/17/17,1,1.394,1.4296,0.8687,1.0737
03/16/17,1,1.3945,1.4277,0.8681,1.0726
03/15/17,1,1.3992,1.4291,0.8707,1.0622
03/14/17,1,1.4073,1.4338,0.8756,1.0631
03/13/17,1,1.4078,1.435,0.8726,1.0663
03/12/17,1,1.4095,1.4322,0.8725,1.0606
03/11/17,1,1.4095,1.4322,0.8725,1.0606
03/10/17,1,1.4095,1.4322,0.8725,1.0606
03/09/17,1,1.4044,1.4272,0.8665,1.0551
03/08/17,1,1.3968,1.4193,0.8675,1.0556
03/07/17,1,1.392,1.4191,0.8671,1.0576
03/06/17,1,1.3937,1.4183,0.863,1.0592
03/05/17,1,1.3956,1.4161,0.8636,1.0565
03/04/17,1,1.3956,1.4161,0.8636,1.0565
03/03/17,1,1.3956,1.4161,0.8636,1.0565
03/02/17,1,1.384,1.4069,0.8556,1.0514
03/01/17,1,1.3752,1.4044,0.8555,1.0533
02/28/17,1,1.3807,1.3984,0.8531,1.0597
02/27/17,1,1.3796,1.3889,0.8528,1.0587
02/26/17,1,1.3816,1.3907,0.845,1.0609
02/25/17,1,1.3816,1.3907,0.845,1.0609
02/24/17,1,1.3816,1.3907,0.845,1.0609
02/23/17,1,1.3691,1.3868,0.8463,1.0573
02/22/17,1,1.3689,1.3844,0.8445,1.0513
02/21/17,1,1.3762,1.384,0.8486,1.0537
02/20/17,1,1.3835,1.3918,0.8515,1.0616
02/19/17,1,1.3892,1.3929,0.8572,1.065
02/18/17,1,1.3892,1.3929,0.8572,1.065
02/17/17,1,1.3892,1.3929,0.8572,1.065
02/16/17,1,1.3808,1.3865,0.8511,1.0652
02/15/17,1,1.3761,1.3809,0.85,1.0555
02/14/17,1,1.3813,1.3842,0.851,1.0623
02/13/17,1,1.3867,1.3917,0.8489,1.0629
02/12/17,1,1.3905,1.3965,0.8529,1.0629
02/11/17,1,1.3905,1.3965,0.8529,1.0629
02/10/17,1,1.3905,1.3965,0.8529,1.0629
02/09/17,1,1.3965,1.4016,0.8509,1.0692
02/08/17,1,1.396,1.402,0.8532,1.0665
02/07/17,1,1.4014,1.4072,0.8633,1.0675
02/06/17,1,1.4006,1.3987,0.8595,1.0712
02/05/17,1,1.4057,1.4023,0.8601,1.0741
02/04/17,1,1.4057,1.4023,0.8601,1.0741
02/03/17,1,1.4057,1.4023,0.8601,1.0741
02/02/17,1,1.406,1.405,0.8607,1.0808
02/01/17,1,1.4225,1.4097,0.8542,1.079
01/31/17,1,1.4198,1.4056,0.8611,1.0755
01/30/17,1,1.4109,1.3983,0.8494,1.063
01/29/17,1,1.4169,1.4012,0.8517,1.0681
01/28/17,1,1.4169,1.4012,0.8517,1.0681
01/27/17,1,1.4169,1.4012,0.8517,1.0681
01/26/17,1,1.4205,1.4048,0.8514,1.07
01/25/17,1,1.4213,1.407,0.8532,1.0743
01/24/17,1,1.4198,1.4267,0.8635,1.0748
01/23/17,1,1.4157,1.4266,0.8615,1.0715
01/22/17,1,1.4115,1.4217,0.866,1.0632
01/21/17,1,1.4115,1.4217,0.866,1.0632
01/20/17,1,1.4115,1.4217,0.866,1.0632
01/19/17,1,1.4113,1.4169,0.8656,1.0668
01/18/17,1,1.4128,1.3986,0.8683,1.0664
01/17/17,1,1.4162,1.3953,0.8679,1.0684
01/16/17,1,1.4172,1.3927,0.8781,1.0594
01/15/17,1,1.4225,1.401,0.8755,1.0661
01/14/17,1,1.4225,1.401,0.8755,1.0661
01/13/17,1,1.4225,1.401,0.8755,1.0661
01/12/17,1,1.4205,1.3944,0.8684,1.0679
01/11/17,1,1.4241,1.3919,0.8673,1.0503
01/10/17,1,1.44,1.3992,0.8694,1.0567
01/09/17,1,1.4357,1.3954,0.8666,1.0516
01/08/17,1,1.4433,1.4039,0.8565,1.0589
01/07/17,1,1.4433,1.4039,0.8565,1.0589
01/06/17,1,1.4433,1.4039,0.8565,1.0589
01/05/17,1,1.4401,1.3966,0.8544,1.0501
01/04/17,1,1.4373,1.3894,0.8495,1.0437
01/03/17,1,1.4387,1.3962,0.8457,1.0385
01/02/17,1,1.4574,1.407,0.8514,1.0465
01/01/17,1,1.4596,1.4188,0.8562,1.0541
12/31/16,1,1.4596,1.4188,0.8562,1.0541
12/30/16,1,1.4596,1.4188,0.8562,1.0541
12/29/16,1,1.4505,1.4154,0.853,1.0453
12/28/16,1,1.4492,1.4119,0.8513,1.0401
12/27/16,1,1.4532,1.4136,0.853,1.0445
12/26/16,1,1.4566,1.4117,0.8528,1.0446
12/25/16,1,1.4566,1.4117,0.8528,1.0446
12/24/16,1,1.4566,1.4117,0.8528,1.0446
12/23/16,1,1.4566,1.4117,0.8528,1.0446
12/22/16,1,1.447,1.4066,0.8465,1.0444
12/21/16,1,1.4342,1.3932,0.8424,1.0421
12/20/16,1,1.432,1.3896,0.8398,1.0364
12/19/16,1,1.4351,1.3947,0.8414,1.0422
12/18/16,1,1.4239,1.396,0.8389,1.0439
12/17/16,1,1.4239,1.396,0.8389,1.0439
12/16/16,1,1.4239,1.396,0.8389,1.0439
12/15/16,1,1.4109,1.3902,0.836,1.0419
12/14/16,1,1.4177,1.3961,0.8396,1.0644
12/13/16,1,1.4155,1.3921,0.8349,1.061
12/12/16,1,1.4174,1.3918,0.839,1.0596
12/11/16,1,1.4141,1.3914,0.8394,1.0559
12/10/16,1,1.4141,1.3914,0.8394,1.0559
12/09/16,1,1.4141,1.3914,0.8394,1.0559
12/08/16,1,1.4406,1.4222,0.85,1.0762
12/07/16,1,1.4408,1.4242,0.851,1.073
12/06/16,1,1.4395,1.4242,0.8421,1.0734
12/05/16,1,1.4391,1.424,0.8417,1.0702
12/04/16,1,1.4333,1.4157,0.843,1.0642
12/03/16,1,1.4333,1.4157,0.843,1.0642
12/02/16,1,1.4333,1.4157,0.843,1.0642
12/01/16,1,1.4378,1.424,0.841,1.0627
11/30/16,1,1.4291,1.4233,0.8525,1.0635
11/29/16,1,1.421,1.4232,0.8482,1.0576
11/28/16,1,1.4194,1.4242,0.853,1.0588
11/27/16,1,1.423,1.429,0.8518,1.0592
11/26/16,1,1.423,1.429,0.8518,1.0592
11/25/16,1,1.423,1.429,0.8518,1.0592
11/24/16,1,1.4274,1.4232,0.848,1.0548
11/23/16,1,1.4294,1.426,0.8539,1.0602
11/22/16,1,1.4352,1.423,0.8542,1.0617
11/21/16,1,1.4424,1.4308,0.8573,1.0631
11/20/16,1,1.4376,1.4365,0.8622,1.0629
11/19/16,1,1.4376,1.4365,0.8622,1.0629
11/18/16,1,1.4376,1.4365,0.8622,1.0629
11/17/16,1,1.4359,1.4389,0.8606,1.0717
11/16/16,1,1.4333,1.4425,0.8611,1.0702
11/15/16,1,1.424,1.456,0.8664,1.0765
11/14/16,1,1.4276,1.459,0.8599,1.0777
11/13/16,1,1.4338,1.4711,0.8613,1.0904
11/12/16,1,1.4338,1.4711,0.8613,1.0904
11/11/16,1,1.4338,1.4711,0.8613,1.0904
11/10/16,1,1.4336,1.4689,0.8779,1.0895
11/09/16,1,1.4336,1.4798,0.8903,1.1022
11/08/16,1,1.4332,1.4756,0.8909,1.1038
11/07/16,1,1.4397,1.4813,0.8904,1.1062
11/06/16,1,1.4438,1.4901,0.8881,1.1093
11/05/16,1,1.4438,1.4901,0.8881,1.1093
11/04/16,1,1.4438,1.4901,0.8881,1.1093
11/03/16,1,1.4434,1.4814,0.8866,1.1064
11/02/16,1,1.4479,1.484,0.9006,1.1095
11/01/16,1,1.4341,1.473,0.9017,1.1025
10/31/16,1,1.4397,1.4665,0.9005,1.0946
10/30/16,1,1.4424,1.4623,0.8991,1.0922
10/29/16,1,1.4424,1.4623,0.8991,1.0922
10/28/16,1,1.4424,1.4623,0.8991,1.0922
10/27/16,1,1.4339,1.4605,0.8916,1.0927
10/26/16,1,1.422,1.4602,0.8947,1.0925
10/25/16,1,1.4229,1.4478,0.89,1.0872
10/24/16,1,1.4282,1.4547,0.8902,1.0891
10/23/16,1,1.4268,1.4401,0.8932,1.0886
10/22/16,1,1.4268,1.4401,0.8932,1.0886
10/21/16,1,1.4268,1.4401,0.8932,1.0886
10/20/16,1,1.4314,1.446,0.8957,1.098
10/19/16,1,1.4298,1.4361,0.8934,1.0979
10/18/16,1,1.4332,1.4382,0.8957,1.0993
10/17/16,1,1.4436,1.4433,0.9049,1.0994
10/16/16,1,1.4421,1.4485,0.8991,1.1002
10/15/16,1,1.4421,1.4485,0.8991,1.1002
10/14/16,1,1.4421,1.4485,0.8991,1.1002
10/13/16,1,1.4604,1.462,0.9043,1.1038
10/12/16,1,1.4553,1.4598,0.8999,1.102
10/11/16,1,1.4679,1.4653,0.9023,1.1079
10/10/16,1,1.469,1.479,0.9007,1.116
10/09/16,1,1.4696,1.4784,0.9035,1.114
10/08/16,1,1.4696,1.4784,0.9035,1.114
10/07/16,1,1.4696,1.4784,0.9035,1.114
10/06/16,1,1.4762,1.4769,0.8832,1.1185
10/05/16,1,1.4722,1.4816,0.8816,1.1211
10/04/16,1,1.4564,1.4697,0.8754,1.1161
10/03/16,1,1.4638,1.4702,0.8732,1.1236
10/02/16,1,1.4657,1.469,0.861,1.1161
10/01/16,1,1.4657,1.469,0.861,1.1161
09/30/16,1,1.4657,1.469,0.861,1.1161
09/29/16,1,1.4642,1.4683,0.8614,1.1221
09/28/16,1,1.4637,1.4829,0.8621,1.1225
09/27/16,1,1.4661,1.4873,0.8641,1.122
09/26/16,1,1.4751,1.4825,0.8709,1.1262
09/25/16,1,1.4685,1.4625,0.8644,1.1214
09/24/16,1,1.4685,1.4625,0.8644,1.1214
09/23/16,1,1.4685,1.4625,0.8644,1.1214
09/22/16,1,1.4674,1.4623,0.8593,1.1238
09/21/16,1,1.4665,1.4653,0.8569,1.115
09/20/16,1,1.4812,1.4792,0.8621,1.1184
09/19/16,1,1.4792,1.4684,0.855,1.1165
09/18/16,1,1.4949,1.4817,0.852,1.1226
09/17/16,1,1.4949,1.4817,0.852,1.1226
09/16/16,1,1.4949,1.4817,0.852,1.1226
09/15/16,1,1.5037,1.4831,0.852,1.1254
09/14/16,1,1.5022,1.4799,0.8508,1.1218
09/13/16,1,1.4938,1.4744,0.8476,1.1247
09/12/16,1,1.493,1.4722,0.8448,1.1226
09/11/16,1,1.4836,1.46,0.8456,1.1268
09/10/16,1,1.4836,1.46,0.8456,1.1268
09/09/16,1,1.4836,1.46,0.8456,1.1268
09/08/16,1,1.4632,1.4546,0.8456,1.1296
09/07/16,1,1.4637,1.4444,0.8397,1.1237
09/06/16,1,1.4625,1.4405,0.8354,1.1159
09/05/16,1,1.4696,1.4436,0.8364,1.1156
09/04/16,1,1.481,1.4643,0.8426,1.1193
09/03/16,1,1.481,1.4643,0.8426,1.1193
09/02/16,1,1.481,1.4643,0.8426,1.1193
09/01/16,1,1.4801,1.4634,0.8405,1.1146
08/31/16,1,1.4806,1.4583,0.8481,1.1132
08/30/16,1,1.4787,1.4562,0.8517,1.1168
08/29/16,1,1.479,1.4536,0.8548,1.117
08/28/16,1,1.4771,1.4546,0.8545,1.129
08/27/16,1,1.4771,1.4546,0.8545,1.129
08/26/16,1,1.4771,1.4546,0.8545,1.129
08/25/16,1,1.484,1.4597,0.8557,1.129
08/24/16,1,1.4782,1.4581,0.8513,1.1268
08/23/16,1,1.4823,1.4625,0.86,1.1339
08/22/16,1,1.4856,1.4602,0.8624,1.1306
08/21/16,1,1.4877,1.4547,0.8654,1.1326
08/20/16,1,1.4877,1.4547,0.8654,1.1326
08/19/16,1,1.4877,1.4547,0.8654,1.1326
08/18/16,1,1.4766,1.4524,0.8607,1.1321
08/17/16,1,1.478,1.4529,0.8664,1.1276
08/16/16,1,1.4602,1.4477,0.8706,1.1295
08/15/16,1,1.4577,1.4446,0.8668,1.118
08/14/16,1,1.4535,1.4478,0.8605,1.1158
08/13/16,1,1.4535,1.4478,0.8605,1.1158
08/12/16,1,1.4535,1.4478,0.8605,1.1158
08/11/16,1,1.446,1.4559,0.8604,1.1153
08/10/16,1,1.445,1.4557,0.8554,1.1184
08/09/16,1,1.4463,1.4567,0.854,1.1078
08/08/16,1,1.452,1.4573,0.8496,1.1087
08/07/16,1,1.4567,1.4529,0.8481,1.1156
08/06/16,1,1.4567,1.4529,0.8481,1.1156
08/05/16,1,1.4567,1.4529,0.8481,1.1156
08/04/16,1,1.4604,1.4536,0.846,1.1136
08/03/16,1,1.475,1.4672,0.8391,1.12
08/02/16,1,1.4717,1.4608,0.8431,1.1193
08/01/16,1,1.4751,1.4587,0.8454,1.1164
07/31/16,1,1.4782,1.4643,0.844,1.1113
07/30/16,1,1.4782,1.4643,0.844,1.1113
07/29/16,1,1.4782,1.4643,0.844,1.1113
07/28/16,1,1.4735,1.4595,0.8422,1.109
07/27/16,1,1.4715,1.4497,0.8388,1.0991
07/26/16,1,1.4599,1.4553,0.8371,1.0997
07/25/16,1,1.4666,1.4465,0.8367,1.0982
07/24/16,1,1.4717,1.4436,0.8411,1.1014
07/23/16,1,1.4717,1.4436,0.8411,1.1014
07/22/16,1,1.4717,1.4436,0.8411,1.1014
07/21/16,1,1.471,1.4376,0.836,1.1015
07/20/16,1,1.4712,1.4382,0.8361,1.1013
07/19/16,1,1.4727,1.4364,0.8395,1.1035
07/18/16,1,1.4557,1.4315,0.8337,1.1053
07/17/16,1,1.4538,1.4317,0.8328,1.1128
07/16/16,1,1.4538,1.4317,0.8328,1.1128
07/15/16,1,1.4538,1.4317,0.8328,1.1128
07/14/16,1,1.4588,1.4422,0.8331,1.1157
07/13/16,1,1.4517,1.4452,0.834,1.1072
07/12/16,1,1.4532,1.4452,0.8428,1.1092
07/11/16,1,1.4617,1.4437,0.851,1.1049
07/10/16,1,1.4731,1.4406,0.8524,1.107
07/09/16,1,1.4731,1.4406,0.8524,1.107
07/08/16,1,1.4731,1.4406,0.8524,1.107
07/07/16,1,1.4737,1.4328,0.8509,1.108
07/06/16,1,1.4812,1.4419,0.853,1.1069
07/05/16,1,1.4902,1.4418,0.85,1.1146
07/04/16,1,1.4792,1.4328,0.8391,1.1138
07/03/16,1,1.4884,1.439,0.8383,1.1135
07/02/16,1,1.4884,1.439,0.8383,1.1135
07/01/16,1,1.4884,1.439,0.8383,1.1135
06/30/16,1,1.4929,1.4384,0.8265,1.1102
06/29/16,1,1.4911,1.4407,0.8255,1.109
06/28/16,1,1.4984,1.4438,0.8272,1.1073
06/27/16,1,1.4857,1.435,0.834,1.0998
06/26/16,1,1.491,1.4392,0.8075,1.1066
06/25/16,1,1.491,1.4392,0.8075,1.1066
06/24/16,1,1.491,1.4392,0.8075,1.1066
06/23/16,1,1.506,1.4517,0.766,1.1389
06/22/16,1,1.5033,1.4399,0.7679,1.1283
06/21/16,1,1.5073,1.4451,0.7676,1.1314
06/20/16,1,1.5188,1.452,0.7738,1.1332
06/19/16,1,1.5234,1.4519,0.7877,1.1254
06/18/16,1,1.5234,1.4519,0.7877,1.1254
06/17/16,1,1.5234,1.4519,0.7877,1.1254
06/16/16,1,1.5212,1.453,0.7903,1.1174
06/15/16,1,1.5188,1.4438,0.7916,1.123
06/14/16,1,1.5277,1.4449,0.7948,1.1225
06/13/16,1,1.5228,1.439,0.7952,1.1268
06/12/16,1,1.5274,1.441,0.7848,1.1304
06/11/16,1,1.5274,1.441,0.7848,1.1304
06/10/16,1,1.5274,1.441,0.7848,1.1304
06/09/16,1,1.525,1.4459,0.7844,1.1343
06/08/16,1,1.5228,1.443,0.7805,1.1378
06/07/16,1,1.526,1.4505,0.7788,1.1348
06/06/16,1,1.5417,1.4665,0.7872,1.1349
06/05/16,1,1.5397,1.4594,0.7729,1.1154
06/04/16,1,1.5397,1.4594,0.7729,1.1154
06/03/16,1,1.5397,1.4594,0.7729,1.1154
06/02/16,1,1.5516,1.4662,0.7734,1.1188
06/01/16,1,1.537,1.4586,0.7736,1.1174
05/31/16,1,1.5366,1.453,0.7619,1.1154
05/30/16,1,1.5504,1.4524,0.7613,1.1139
05/29/16,1,1.5483,1.456,0.7625,1.1168
05/28/16,1,1.5483,1.456,0.7625,1.1168
05/27/16,1,1.5483,1.456,0.7625,1.1168
05/26/16,1,1.5481,1.4443,0.7597,1.1168
05/25/16,1,1.5475,1.4608,0.7593,1.1146
05/24/16,1,1.5597,1.4684,0.7651,1.1168
05/23/16,1,1.5542,1.4745,0.7744,1.1215
05/22/16,1,1.5519,1.4704,0.7701,1.1219
05/21/16,1,1.5519,1.4704,0.7701,1.1219
05/20/16,1,1.5519,1.4704,0.7701,1.1219
05/19/16,1,1.5563,1.4679,0.7659,1.1197
05/18/16,1,1.5521,1.4637,0.7749,1.1279
05/17/16,1,1.5457,1.4631,0.7815,1.1318
05/16/16,1,1.5526,1.4634,0.788,1.1324
05/15/16,1,1.5579,1.4619,0.7876,1.1348
05/14/16,1,1.5579,1.4619,0.7876,1.1348
