Date,CAD,AUD,EUR,GBP,USD
08/16/16,1,1.0086,0.6908,0.6014,0.7802
08/15/16,1,1.0091,0.6922,0.6,0.7739
08/14/16,1,1.0039,0.6907,0.5944,0.7707
08/13/16,1,1.0039,0.6907,0.5944,0.7707
08/12/16,1,1.0039,0.6907,0.5944,0.7707
08/11/16,1,0.9932,0.6869,0.591,0.7661
08/10/16,1,0.9926,0.687,0.5876,0.7683
08/09/16,1,0.9929,0.6865,0.5862,0.7605
08/08/16,1,0.9964,0.6862,0.583,0.7608
08/07/16,1,1.0026,0.6883,0.5837,0.7678
08/06/16,1,1.0026,0.6883,0.5837,0.7678
08/05/16,1,1.0026,0.6883,0.5837,0.7678
08/04/16,1,1.0047,0.6879,0.582,0.7661
08/03/16,1,1.0053,0.6816,0.5719,0.7634
08/02/16,1,1.0075,0.6846,0.5771,0.7662
08/01/16,1,1.0112,0.6855,0.5796,0.7653
07/31/16,1,1.0095,0.6829,0.5764,0.7589
07/30/16,1,1.0095,0.6829,0.5764,0.7589
07/29/16,1,1.0095,0.6829,0.5764,0.7589
07/28/16,1,1.0096,0.6852,0.577,0.7598
07/27/16,1,1.015,0.6898,0.5786,0.7582
07/26/16,1,1.0032,0.6871,0.5752,0.7557
07/25/16,1,1.0139,0.6913,0.5784,0.7592
07/24/16,1,1.0195,0.6927,0.5826,0.763
07/23/16,1,1.0195,0.6927,0.5826,0.763
07/22/16,1,1.0195,0.6927,0.5826,0.763
07/21/16,1,1.0232,0.6956,0.5815,0.7662
07/20/16,1,1.0229,0.6953,0.5813,0.7657
07/19/16,1,1.0253,0.6962,0.5844,0.7682
07/18/16,1,1.0169,0.6986,0.5824,0.7721
07/17/16,1,1.0154,0.6985,0.5817,0.7773
07/16/16,1,1.0154,0.6985,0.5817,0.7773
07/15/16,1,1.0154,0.6985,0.5817,0.7773
07/14/16,1,1.0115,0.6934,0.5777,0.7736
07/13/16,1,1.0045,0.6919,0.5771,0.7661
07/12/16,1,1.0055,0.6919,0.5831,0.7675
07/11/16,1,1.0125,0.6927,0.5894,0.7653
07/10/16,1,1.0226,0.6942,0.5917,0.7684
07/09/16,1,1.0226,0.6942,0.5917,0.7684
07/08/16,1,1.0226,0.6942,0.5917,0.7684
07/07/16,1,1.0285,0.6979,0.5938,0.7733
07/06/16,1,1.0273,0.6935,0.5916,0.7677
07/05/16,1,1.0336,0.6936,0.5895,0.7731
07/04/16,1,1.0324,0.6979,0.5856,0.7774
07/03/16,1,1.0343,0.6949,0.5826,0.7738
07/02/16,1,1.0343,0.6949,0.5826,0.7738
07/01/16,1,1.0343,0.6949,0.5826,0.7738
06/30/16,1,1.0379,0.6952,0.5746,0.7718
06/29/16,1,1.035,0.6941,0.573,0.7698
06/28/16,1,1.0378,0.6926,0.5729,0.7669
06/27/16,1,1.0353,0.6969,0.5812,0.7664
06/26/16,1,1.036,0.6948,0.5611,0.7689
06/25/16,1,1.036,0.6948,0.5611,0.7689
06/24/16,1,1.036,0.6948,0.5611,0.7689
06/23/16,1,1.0374,0.6888,0.5276,0.7845
06/22/16,1,1.044,0.6945,0.5333,0.7836
06/21/16,1,1.043,0.692,0.5311,0.7829
06/20/16,1,1.046,0.6887,0.5329,0.7804
06/19/16,1,1.0492,0.6888,0.5425,0.7751
06/18/16,1,1.0492,0.6888,0.5425,0.7751
06/17/16,1,1.0492,0.6888,0.5425,0.7751
06/16/16,1,1.0469,0.6882,0.5439,0.769
06/15/16,1,1.0519,0.6926,0.5483,0.7778
06/14/16,1,1.0573,0.6921,0.5501,0.7769
06/13/16,1,1.0582,0.6949,0.5526,0.783
06/12/16,1,1.06,0.694,0.5446,0.7845
06/11/16,1,1.06,0.694,0.5446,0.7845
06/10/16,1,1.06,0.694,0.5446,0.7845
06/09/16,1,1.0547,0.6916,0.5425,0.7845
06/08/16,1,1.0553,0.693,0.5409,0.7885
06/07/16,1,1.0521,0.6894,0.5369,0.7824
06/06/16,1,1.0513,0.6819,0.5368,0.7739
06/05/16,1,1.055,0.6852,0.5296,0.7643
06/04/16,1,1.055,0.6852,0.5296,0.7643
06/03/16,1,1.055,0.6852,0.5296,0.7643
06/02/16,1,1.0582,0.682,0.5275,0.7631
06/01/16,1,1.0538,0.6856,0.5304,0.7661
05/31/16,1,1.0575,0.6882,0.5243,0.7677
05/30/16,1,1.0675,0.6885,0.5241,0.7669
05/29/16,1,1.0634,0.6868,0.5237,0.767
05/28/16,1,1.0634,0.6868,0.5237,0.767
05/27/16,1,1.0634,0.6868,0.5237,0.767
05/26/16,1,1.0719,0.6924,0.526,0.7732
05/25/16,1,1.0594,0.6846,0.5197,0.763
05/24/16,1,1.0622,0.681,0.5211,0.7606
05/23/16,1,1.0541,0.6782,0.5252,0.7606
05/22/16,1,1.0554,0.6801,0.5237,0.763
05/21/16,1,1.0554,0.6801,0.5237,0.763
05/20/16,1,1.0554,0.6801,0.5237,0.763
05/19/16,1,1.0602,0.6812,0.5217,0.7628
05/18/16,1,1.0604,0.6832,0.5294,0.7706
05/17/16,1,1.0565,0.6835,0.5341,0.7736
05/16/16,1,1.061,0.6833,0.5385,0.7738
05/15/16,1,1.0657,0.684,0.5387,0.7763
05/14/16,1,1.0657,0.684,0.5387,0.7763
05/13/16,1,1.0657,0.684,0.5387,0.7763
05/12/16,1,1.0649,0.6852,0.5406,0.7804
05/11/16,1,1.0537,0.6809,0.5376,0.7769
05/10/16,1,1.0503,0.6782,0.5342,0.7715
05/09/16,1,1.0543,0.6783,0.5358,0.7729
05/08/16,1,1.0533,0.6795,0.5358,0.7764
05/07/16,1,1.0533,0.6795,0.5358,0.7764
05/06/16,1,1.0533,0.6795,0.5358,0.7764
05/05/16,1,1.041,0.6819,0.5377,0.78
05/04/16,1,1.0483,0.6817,0.5404,0.7843
05/03/16,1,1.0511,0.6869,0.5433,0.7946
05/02/16,1,1.0443,0.695,0.5438,0.7988
05/01/16,1,1.0463,0.7,0.5462,0.7982
04/30/16,1,1.0463,0.7,0.5462,0.7982
04/29/16,1,1.0463,0.7,0.5462,0.7982
04/28/16,1,1.0452,0.7012,0.5458,0.7964
04/27/16,1,1.0465,0.7031,0.5447,0.7947
04/26/16,1,1.0227,0.7005,0.5428,0.7906
04/25/16,1,1.0211,0.7,0.5435,0.7885
04/24/16,1,1.0159,0.6973,0.5462,0.7853
04/23/16,1,1.0159,0.6973,0.5462,0.7853
04/22/16,1,1.0159,0.6973,0.5462,0.7853
04/21/16,1,1.0105,0.6971,0.5485,0.7915
04/20/16,1,1.0094,0.6934,0.5485,0.7891
04/19/16,1,1.0089,0.6936,0.5478,0.7867
04/18/16,1,1.005,0.6844,0.546,0.7737
04/17/16,1,1.0078,0.688,0.5475,0.7763
04/16/16,1,1.0078,0.688,0.5475,0.7763
04/15/16,1,1.0078,0.688,0.5475,0.7763
04/14/16,1,1.0122,0.6928,0.5512,0.7795
04/13/16,1,1.0209,0.6913,0.5488,0.781
04/12/16,1,1.0142,0.6815,0.5441,0.7766
04/11/16,1,1.018,0.6759,0.5412,0.7699
04/10/16,1,1.0155,0.6729,0.5432,0.7646
04/09/16,1,1.0155,0.6729,0.5432,0.7646
04/08/16,1,1.0155,0.6729,0.5432,0.7646
04/07/16,1,1.0125,0.6709,0.5416,0.7624
04/06/16,1,1.0078,0.6706,0.5419,0.7602
04/05/16,1,1.0078,0.6681,0.5355,0.7594
04/04/16,1,1.0057,0.6742,0.5376,0.7673
04/03/16,1,0.9993,0.6714,0.5364,0.7676
04/02/16,1,0.9993,0.6714,0.5364,0.7676
04/01/16,1,0.9993,0.6714,0.5364,0.7676
03/31/16,1,1.0047,0.6785,0.5371,0.7725
03/30/16,1,1.0007,0.6777,0.5326,0.7675
03/29/16,1,1.0109,0.6784,0.5322,0.7594
03/28/16,1,1.0025,0.6747,0.5326,0.7526
03/27/16,1,1.0025,0.6747,0.5326,0.7526
03/26/16,1,1.0025,0.6747,0.5326,0.7526
03/25/16,1,1.0025,0.6747,0.5326,0.7526
03/24/16,1,1.0025,0.6747,0.5326,0.7526
03/23/16,1,1.0071,0.6814,0.5382,0.7612
03/22/16,1,1.0049,0.6812,0.5368,0.7638
03/21/16,1,1.0079,0.6801,0.5326,0.7666
03/20/16,1,1.0121,0.6837,0.5323,0.7711
03/19/16,1,1.0121,0.6837,0.5323,0.7711
03/18/16,1,1.0121,0.6837,0.5323,0.7711
03/17/16,1,1.0086,0.6802,0.5321,0.7694
03/16/16,1,1.0076,0.6758,0.532,0.7477
03/15/16,1,1.003,0.6742,0.5283,0.749
03/14/16,1,1.0012,0.6786,0.5254,0.7545
03/13/16,1,1.0046,0.6804,0.5279,0.7545
03/12/16,1,1.0046,0.6804,0.5279,0.7545
03/11/16,1,1.0046,0.6804,0.5279,0.7545
03/10/16,1,1.0068,0.6933,0.5319,0.7527
03/09/16,1,0.9963,0.68,0.5245,0.7462
03/08/16,1,1.0067,0.6805,0.5281,0.7505
03/07/16,1,1.0085,0.6825,0.5285,0.7475
03/06/16,1,1.0096,0.6795,0.5265,0.7454
03/05/16,1,1.0096,0.6795,0.5265,0.7454
03/04/16,1,1.0096,0.6795,0.5265,0.7454
03/03/16,1,1.0142,0.6829,0.5288,0.7444
03/02/16,1,1.0284,0.6852,0.5304,0.7438
03/01/16,1,1.0338,0.6803,0.5293,0.7396
02/29/16,1,1.0334,0.6772,0.5321,0.7373
02/28/16,1,1.0245,0.6707,0.5282,0.7382
02/27/16,1,1.0245,0.6707,0.5282,0.7382
02/26/16,1,1.0245,0.6707,0.5282,0.7382
02/25/16,1,1.0178,0.6656,0.5253,0.7339
02/24/16,1,1.008,0.658,0.5194,0.7226
02/23/16,1,1.0057,0.6616,0.5159,0.7278
02/22/16,1,1.0128,0.661,0.5172,0.7288
02/21/16,1,1.0217,0.6547,0.5088,0.7265
02/20/16,1,1.0217,0.6547,0.5088,0.7265
02/19/16,1,1.0217,0.6547,0.5088,0.7265
02/18/16,1,1.0216,0.6593,0.5086,0.7307
02/17/16,1,1.0157,0.6499,0.5058,0.7237
02/16/16,1,1.0113,0.6481,0.5028,0.7237
02/15/16,1,1.011,0.6471,0.4995,0.7234
02/14/16,1,1.0129,0.637,0.4952,0.7182
02/13/16,1,1.0129,0.637,0.4952,0.7182
02/12/16,1,1.0129,0.637,0.4952,0.7182
02/11/16,1,1.0111,0.6312,0.497,0.7163
02/10/16,1,1.0158,0.641,0.4957,0.7216
02/09/16,1,1.0294,0.6401,0.4989,0.7192
02/08/16,1,1.0154,0.6457,0.4987,0.7168
02/07/16,1,1.0116,0.6492,0.4997,0.7272
02/06/16,1,1.0116,0.6492,0.4997,0.7272
02/05/16,1,1.0116,0.6492,0.4997,0.7272
02/04/16,1,1.0117,0.6508,0.4985,0.7293
02/03/16,1,1.0164,0.6564,0.4945,0.7177
02/02/16,1,1.012,0.6539,0.4961,0.714
02/01/16,1,1.0081,0.6556,0.4989,0.7136
01/31/16,1,1.0016,0.6509,0.4974,0.7108
01/30/16,1,1.0016,0.6509,0.4974,0.7108
01/29/16,1,1.0016,0.6509,0.4974,0.7108
01/28/16,1,1.004,0.6512,0.4964,0.71
01/27/16,1,1.0085,0.6523,0.4955,0.7102
01/26/16,1,1.009,0.6489,0.4938,0.7032
01/25/16,1,1.0094,0.6514,0.4944,0.7045
01/24/16,1,1.0042,0.6529,0.4927,0.7057
01/23/16,1,1.0042,0.6529,0.4927,0.7057
01/22/16,1,1.0042,0.6529,0.4927,0.7057
01/21/16,1,1.0003,0.6349,0.49,0.6916
01/20/16,1,0.9969,0.6264,0.4823,0.6832
01/19/16,1,0.9951,0.6349,0.4855,0.69
01/18/16,1,1.0006,0.6329,0.4827,0.6894
01/17/16,1,1.0029,0.631,0.4805,0.6886
01/16/16,1,1.0029,0.631,0.4805,0.6886
01/15/16,1,1.0029,0.631,0.4805,0.6886
01/14/16,1,1.0031,0.6391,0.4838,0.6962
01/13/16,1,1.0021,0.6502,0.4877,0.7032
01/12/16,1,1.0059,0.6506,0.4885,0.705
01/11/16,1,1.0117,0.6521,0.4871,0.71
01/10/16,1,1.0114,0.6527,0.4864,0.7089
01/09/16,1,1.0114,0.6527,0.4864,0.7089
01/08/16,1,1.0114,0.6527,0.4864,0.7089
01/07/16,1,1.0124,0.651,0.4853,0.7076
01/06/16,1,1.0033,0.6606,0.4852,0.7097
01/05/16,1,1.0004,0.6677,0.489,0.7175
01/04/16,1,0.9987,0.6591,0.4865,0.7183
01/03/16,1,0.9855,0.6616,0.4855,0.7202
01/02/16,1,0.9855,0.6616,0.4855,0.7202
01/01/16,1,0.9855,0.6616,0.4855,0.7202
12/31/15,1,0.9855,0.6616,0.4855,0.7202
12/30/15,1,0.9881,0.6592,0.4864,0.7202
12/29/15,1,0.9879,0.6561,0.4856,0.7186
12/28/15,1,0.9922,0.6576,0.4836,0.7209
12/27/15,1,0.9928,0.6586,0.4836,0.721
12/26/15,1,0.9928,0.6586,0.4836,0.721
12/25/15,1,0.9928,0.6586,0.4836,0.721
12/24/15,1,0.9928,0.6586,0.4836,0.721
12/23/15,1,0.996,0.6589,0.483,0.7193
12/22/15,1,0.9913,0.6561,0.483,0.7185
12/21/15,1,0.9999,0.6592,0.4811,0.7166
12/20/15,1,1.0055,0.6612,0.4805,0.7165
12/19/15,1,1.0055,0.6612,0.4805,0.7165
12/18/15,1,1.0055,0.6612,0.4805,0.7165
12/17/15,1,1.0068,0.6669,0.4846,0.723
12/16/15,1,1.009,0.6645,0.4839,0.7264
12/15/15,1,1.0087,0.6636,0.4813,0.7293
12/14/15,1,1.0083,0.662,0.4806,0.7271
12/13/15,1,1.0146,0.6684,0.4828,0.7319
12/12/15,1,1.0146,0.6684,0.4828,0.7319
12/11/15,1,1.0146,0.6684,0.4828,0.7319
12/10/15,1,1.0124,0.6749,0.4883,0.7385
12/09/15,1,1.0226,0.6735,0.4884,0.7369
12/08/15,1,1.0207,0.676,0.4915,0.7351
12/07/15,1,1.0205,0.6873,0.4933,0.7429
12/06/15,1,1.0247,0.6878,0.4953,0.7498
12/05/15,1,1.0247,0.6878,0.4953,0.7498
12/04/15,1,1.0247,0.6878,0.4953,0.7498
12/03/15,1,1.0237,0.7036,0.5011,0.7508
12/02/15,1,1.0201,0.704,0.497,0.7471
12/01/15,1,1.0299,0.7083,0.4984,0.7508
11/30/15,1,1.0373,0.7071,0.4983,0.748
11/29/15,1,1.0402,0.7082,0.4978,0.7492
11/28/15,1,1.0402,0.7082,0.4978,0.7492
11/27/15,1,1.0402,0.7082,0.4978,0.7492
11/26/15,1,1.0401,0.7083,0.4978,0.7516
11/25/15,1,1.0349,0.7088,0.4974,0.7504
11/24/15,1,1.0375,0.7028,0.4963,0.7485
11/23/15,1,1.0401,0.7031,0.494,0.7475
11/22/15,1,1.0419,0.7028,0.4927,0.7511
11/21/15,1,1.0419,0.7028,0.4927,0.7511
11/20/15,1,1.0419,0.7028,0.4927,0.7511
11/19/15,1,1.0508,0.7041,0.4927,0.7524
11/18/15,1,1.0566,0.7031,0.4928,0.7499
11/17/15,1,1.0535,0.7042,0.4942,0.7514
11/16/15,1,1.0572,0.6996,0.4938,0.7502
11/15/15,1,1.0527,0.6982,0.4937,0.7516
11/14/15,1,1.0527,0.6982,0.4937,0.7516
11/13/15,1,1.0527,0.6982,0.4937,0.7516
11/12/15,1,1.0546,0.6996,0.4942,0.7504
11/11/15,1,1.0682,0.7036,0.4967,0.754
11/10/15,1,1.0693,0.704,0.4987,0.7541
11/09/15,1,1.0685,0.7,0.4999,0.7544
11/08/15,1,1.0601,0.6973,0.5004,0.7575
11/07/15,1,1.0601,0.6973,0.5004,0.7575
11/06/15,1,1.0601,0.6973,0.5004,0.7575
11/05/15,1,1.0638,0.6983,0.4976,0.76
11/04/15,1,1.0642,0.6997,0.4964,0.7651
11/03/15,1,1.0621,0.6942,0.495,0.7619
11/02/15,1,1.0697,0.692,0.4936,0.7635
11/01/15,1,1.0709,0.6889,0.4948,0.759
10/31/15,1,1.0709,0.6889,0.4948,0.759
10/30/15,1,1.0709,0.6889,0.4948,0.759
10/29/15,1,1.0718,0.6939,0.4973,0.7584
10/28/15,1,1.0612,0.6829,0.495,0.757
10/27/15,1,1.0463,0.6839,0.4934,0.7565
10/26/15,1,1.0483,0.6905,0.4961,0.7603
10/25/15,1,1.053,0.6905,0.4968,0.7653
10/24/15,1,1.053,0.6905,0.4968,0.7653
10/23/15,1,1.053,0.6905,0.4968,0.7653
10/22/15,1,1.0569,0.6735,0.4926,0.762
10/21/15,1,1.0639,0.6773,0.4978,0.769
10/20/15,1,1.0557,0.6762,0.4972,0.7691
10/19/15,1,1.062,0.6816,0.4987,0.7725
10/18/15,1,1.066,0.681,0.5009,0.7736
10/17/15,1,1.066,0.681,0.5009,0.7736
10/16/15,1,1.066,0.681,0.5009,0.7736
10/15/15,1,1.058,0.6777,0.5013,0.7752
10/14/15,1,1.0612,0.6749,0.5007,0.7701
10/13/15,1,1.0502,0.6739,0.504,0.7664
10/12/15,1,1.0494,0.6802,0.5034,0.7736
10/11/15,1,1.0547,0.6804,0.5039,0.773
10/10/15,1,1.0547,0.6804,0.5039,0.773
10/09/15,1,1.0547,0.6804,0.5039,0.773
10/08/15,1,1.0668,0.6811,0.5017,0.7665
10/07/15,1,1.064,0.6826,0.5023,0.7691
10/06/15,1,1.0735,0.6802,0.5033,0.7635
10/05/15,1,1.0759,0.6787,0.5023,0.7625
10/04/15,1,1.0741,0.6768,0.498,0.7553
10/03/15,1,1.0741,0.6768,0.498,0.7553
10/02/15,1,1.0741,0.6768,0.498,0.7553
10/01/15,1,1.0661,0.6757,0.4978,0.7536
09/30/15,1,1.0602,0.6652,0.4912,0.7452
09/29/15,1,1.0673,0.6667,0.4927,0.7469
09/28/15,1,1.0701,0.6702,0.4927,0.7486
09/27/15,1,1.0707,0.6736,0.4949,0.7512
09/26/15,1,1.0707,0.6736,0.4949,0.7512
09/25/15,1,1.0707,0.6736,0.4949,0.7512
09/24/15,1,1.0737,0.6649,0.4912,0.7475
09/23/15,1,1.0692,0.6761,0.4934,0.7539
09/22/15,1,1.0627,0.6755,0.4879,0.7535
09/21/15,1,1.0581,0.6743,0.4884,0.7585
09/20/15,1,1.056,0.6722,0.4906,0.7676
09/19/15,1,1.056,0.6722,0.4906,0.7676
09/18/15,1,1.056,0.6722,0.4906,0.7676
09/17/15,1,1.057,0.67,0.4882,0.7579
09/16/15,1,1.0538,0.6722,0.4884,0.7547
09/15/15,1,1.0601,0.6674,0.4903,0.7555
09/14/15,1,1.0595,0.6674,0.4895,0.7545
09/13/15,1,1.0676,0.6691,0.4889,0.754
09/12/15,1,1.0676,0.6691,0.4889,0.754
09/11/15,1,1.0676,0.6691,0.4889,0.754
09/10/15,1,1.0681,0.6747,0.4902,0.7546
09/09/15,1,1.0747,0.6776,0.4914,0.7548
09/08/15,1,1.0826,0.6776,0.4909,0.7564
09/07/15,1,1.0851,0.6756,0.4934,0.753
09/06/15,1,1.0822,0.6786,0.4964,0.7558
09/05/15,1,1.0822,0.6786,0.4964,0.7558
09/04/15,1,1.0822,0.6786,0.4964,0.7558
09/03/15,1,1.0767,0.6715,0.4932,0.754
09/02/15,1,1.0765,0.6703,0.4939,0.7544
09/01/15,1,1.074,0.6731,0.4933,0.7563
08/31/15,1,1.0599,0.6728,0.4895,0.7546
08/30/15,1,1.0558,0.6687,0.4896,0.7535
08/29/15,1,1.0558,0.6687,0.4896,0.7535
08/28/15,1,1.0558,0.6687,0.4896,0.7535
08/27/15,1,1.058,0.6701,0.4899,0.7561
08/26/15,1,1.0554,0.6612,0.4836,0.7539
08/25/15,1,1.0498,0.6587,0.4802,0.7579
08/24/15,1,1.0438,0.6563,0.4793,0.7546
08/23/15,1,1.0404,0.6763,0.4868,0.7629
08/22/15,1,1.0404,0.6763,0.4868,0.7629
08/21/15,1,1.0404,0.6763,0.4868,0.7629
08/20/15,1,1.0414,0.6812,0.4863,0.7618
08/19/15,1,1.0412,0.693,0.4885,0.7651
08/18/15,1,1.0394,0.6899,0.4859,0.7631
08/17/15,1,1.0353,0.6858,0.4873,0.7613
08/16/15,1,1.0378,0.6863,0.4904,0.7667
08/15/15,1,1.0378,0.6863,0.4904,0.7667
08/14/15,1,1.0378,0.6863,0.4904,0.7667
08/13/15,1,1.0461,0.6918,0.4916,0.7685
08/12/15,1,1.0457,0.6912,0.4942,0.7711
08/11/15,1,1.0441,0.6919,0.4904,0.7648
08/10/15,1,1.0342,0.6948,0.4913,0.7615
08/09/15,1,1.0347,0.6987,0.4926,0.7644
08/08/15,1,1.0347,0.6987,0.4926,0.7644
08/07/15,1,1.0347,0.6987,0.4926,0.7644
08/06/15,1,1.036,0.6977,0.4894,0.7594
08/05/15,1,1.0294,0.6976,0.4858,0.7592
08/04/15,1,1.0294,0.6941,0.4877,0.7616
08/03/15,1,1.0463,0.6943,0.4879,0.7603
08/02/15,1,1.058,0.6988,0.492,0.7664
08/01/15,1,1.058,0.6988,0.492,0.7664
07/31/15,1,1.058,0.6988,0.492,0.7664
07/30/15,1,1.0594,0.7032,0.493,0.7704
07/29/15,1,1.0568,0.6998,0.4936,0.7719
07/28/15,1,1.0516,0.697,0.493,0.7684
07/27/15,1,1.0538,0.694,0.4946,0.7674
07/26/15,1,1.0515,0.6983,0.4936,0.7639
07/25/15,1,1.0515,0.6983,0.4936,0.7639
07/24/15,1,1.0515,0.6983,0.4936,0.7639
07/23/15,1,1.0402,0.7007,0.4936,0.7707
07/22/15,1,1.0422,0.7059,0.4928,0.7695
07/21/15,1,1.0445,0.7083,0.4949,0.7697
07/20/15,1,1.0434,0.7097,0.4947,0.7701
07/19/15,1,1.041,0.7076,0.4941,0.7705
07/18/15,1,1.041,0.7076,0.4941,0.7705
07/17/15,1,1.041,0.7076,0.4941,0.7705
07/16/15,1,1.0457,0.7107,0.4962,0.7724
07/15/15,1,1.0515,0.7128,0.5021,0.7847
07/14/15,1,1.0534,0.7104,0.5033,0.7837
07/13/15,1,1.0583,0.7115,0.5062,0.7861
07/12/15,1,1.0537,0.7036,0.5072,0.787
07/11/15,1,1.0537,0.7036,0.5072,0.787
07/10/15,1,1.0537,0.7036,0.5072,0.787
07/09/15,1,1.0566,0.7132,0.5118,0.7883
07/08/15,1,1.0582,0.7118,0.5106,0.7847
07/07/15,1,1.0572,0.7181,0.5082,0.785
07/06/15,1,1.0556,0.7187,0.5088,0.7911
07/05/15,1,1.0563,0.7163,0.5087,0.7948
07/04/15,1,1.0563,0.7163,0.5087,0.7948
07/03/15,1,1.0563,0.7163,0.5087,0.7948
07/02/15,1,1.0437,0.7162,0.5087,0.7925
07/01/15,1,1.04,0.7193,0.51,0.7984
06/30/15,1,1.0514,0.7226,0.5141,0.8085
06/29/15,1,1.0544,0.7259,0.5143,0.8081
06/28/15,1,1.0563,0.722,0.5143,0.8088
06/27/15,1,1.0563,0.722,0.5143,0.8088
06/26/15,1,1.0563,0.722,0.5143,0.8088
06/25/15,1,1.0432,0.7206,0.5135,0.8075
06/24/15,1,1.0493,0.725,0.5161,0.8129
06/23/15,1,1.0516,0.7233,0.5136,0.8104
06/22/15,1,1.0531,0.7205,0.5165,0.8174
06/21/15,1,1.0524,0.7212,0.5145,0.8149
06/20/15,1,1.0524,0.7212,0.5145,0.8149
06/19/15,1,1.0524,0.7212,0.5145,0.8149
06/18/15,1,1.0507,0.7211,0.5168,0.8224
06/17/15,1,1.0581,0.7201,0.5163,0.8122
06/16/15,1,1.0462,0.7224,0.5188,0.8102
06/15/15,1,1.0449,0.7223,0.5225,0.8103
06/14/15,1,1.0548,0.7244,0.5248,0.8128
06/13/15,1,1.0548,0.7244,0.5248,0.8128
06/12/15,1,1.0548,0.7244,0.5248,0.8128
06/11/15,1,1.0501,0.7226,0.525,0.8116
06/10/15,1,1.0558,0.7246,0.5278,0.8173
06/09/15,1,1.0516,0.72,0.5295,0.8099
06/08/15,1,1.053,0.7205,0.5273,0.8042
06/07/15,1,1.0364,0.7131,0.5218,0.8
06/06/15,1,1.0364,0.7131,0.5218,0.8
06/05/15,1,1.0364,0.7131,0.5218,0.8
06/04/15,1,1.0375,0.7098,0.522,0.8033
06/03/15,1,1.0336,0.7217,0.525,0.8036
06/02/15,1,1.0405,0.7255,0.5255,0.8001
06/01/15,1,1.0489,0.7314,0.526,0.8004
05/31/15,1,1.0504,0.7326,0.5267,0.8037
05/30/15,1,1.0504,0.7326,0.5267,0.8037
05/29/15,1,1.0504,0.7326,0.5267,0.8037
05/28/15,1,1.0495,0.7356,0.5241,0.8015
05/27/15,1,1.0412,0.739,0.5225,0.8028
05/26/15,1,1.037,0.7396,0.5249,0.8081
05/25/15,1,1.039,0.741,0.5261,0.8134
05/24/15,1,1.0399,0.7342,0.5241,0.8197
05/23/15,1,1.0399,0.7342,0.5241,0.8197
05/22/15,1,1.0399,0.7342,0.5241,0.8197
05/21/15,1,1.0376,0.7353,0.522,0.8186
05/20/15,1,1.0362,0.7365,0.5271,0.8188
05/19/15,1,1.03,0.7343,0.5301,0.821
05/18/15,1,1.036,0.7282,0.5294,0.8293
05/17/15,1,1.0384,0.7334,0.5288,0.8307
05/16/15,1,1.0384,0.7334,0.5288,0.8307
05/15/15,1,1.0384,0.7334,0.5288,0.8307
05/14/15,1,1.0324,0.7329,0.5299,0.8369
05/13/15,1,1.0379,0.7443,0.5339,0.8351
05/12/15,1,1.0398,0.739,0.5294,0.8305
05/11/15,1,1.0459,0.7409,0.5332,0.8255
05/10/15,1,1.0442,0.7363,0.536,0.8262
05/09/15,1,1.0442,0.7363,0.536,0.8262
05/08/15,1,1.0442,0.7363,0.536,0.8262
05/07/15,1,1.0396,0.7329,0.5442,0.8285
05/06/15,1,1.0403,0.7415,0.5469,0.8327
05/05/15,1,1.0505,0.744,0.5469,0.8272
05/04/15,1,1.0528,0.7401,0.5461,0.8253
05/03/15,1,1.0505,0.7418,0.5391,0.832
05/02/15,1,1.0505,0.7418,0.5391,0.832
05/01/15,1,1.0505,0.7418,0.5391,0.832
04/30/15,1,1.0505,0.7418,0.5391,0.832
04/29/15,1,1.0377,0.754,0.54,0.8296
04/28/15,1,1.0428,0.7583,0.5422,0.8286
04/27/15,1,1.0541,0.7602,0.5444,0.8227
04/26/15,1,1.0584,0.7623,0.5457,0.8251
04/25/15,1,1.0584,0.7623,0.5457,0.8251
04/24/15,1,1.0584,0.7623,0.5457,0.8251
04/23/15,1,1.0582,0.7593,0.5444,0.8179
04/22/15,1,1.049,0.7603,0.542,0.8168
04/21/15,1,1.0562,0.7642,0.5493,0.8177
04/20/15,1,1.0521,0.7612,0.5477,0.8162
04/19/15,1,1.05,0.7586,0.5461,0.8203
04/18/15,1,1.05,0.7586,0.5461,0.8203
04/17/15,1,1.05,0.7586,0.5461,0.8203
04/16/15,1,1.0463,0.7587,0.5454,0.8127
04/15/15,1,1.0503,0.7532,0.5399,0.7968
04/14/15,1,1.0485,0.7523,0.543,0.7948
04/13/15,1,1.0451,0.7505,0.5415,0.792
04/12/15,1,1.0327,0.747,0.5412,0.7896
04/11/15,1,1.0327,0.747,0.5412,0.7896
04/10/15,1,1.0327,0.747,0.5412,0.7896
04/09/15,1,1.0339,0.7411,0.5386,0.7985
04/08/15,1,1.0438,0.7415,0.5386,0.8054
04/07/15,1,1.0464,0.7373,0.5372,0.7997
04/06/15,1,1.0475,0.7303,0.5343,0.7909
04/05/15,1,1.0475,0.7303,0.5343,0.7909
04/04/15,1,1.0475,0.7303,0.5343,0.7909
04/03/15,1,1.0475,0.7303,0.5343,0.7909
04/02/15,1,1.0475,0.7303,0.5343,0.7909
04/01/15,1,1.0382,0.7336,0.5344,0.789
03/31/15,1,1.0303,0.7279,0.5294,0.7832
03/30/15,1,1.0328,0.7294,0.5345,0.7911
